Nr,exercise,question,answer,german,english,french,case_english,case_french,combination,explanation_verb_english,explanation_verb_french,explanation_preposition_english,explanation_preposition_french,explanation_english,explanation_french
391,14,Ihr Wissen _____ Technik ist bemerkenswert.,über,Ihr Wissen über Technik ist bemerkenswert.,Her knowledge about technology is remarkable.,Ses connaissances en technologie sont remarquables.,,,das Wissen über,the knowledge about = das Wissen über + Accusative,les connaissances en = das Wissen über + Accusatif,to introduce a general subject → über,pour introduire un sujet général → über,the knowledge about = das Wissen über + Accusative<br><br>to introduce a general subject → über,les connaissances en = das Wissen über + Accusatif<br><br>pour introduire un sujet général → über
392,14,Sein Wissen _____ Sprachen hilft ihm in seinem Beruf.,über,Sein Wissen über Sprachen hilft ihm in seinem Beruf.,His knowledge of languages helps him in his job.,Ses connaissances en langues l’aident dans son travail.,,,das Wissen über,the knowledge about = das Wissen über + Accusative,les connaissances en = das Wissen über + Accusatif,to introduce a general subject → über,pour introduire un sujet général → über,the knowledge about = das Wissen über + Accusative<br><br>to introduce a general subject → über,les connaissances en = das Wissen über + Accusatif<br><br>pour introduire un sujet général → über
393,14,Das Spiel _____ den Pokal war spannend.,um,Das Spiel um den Pokal war spannend.,The game for the trophy was exciting.,Le match pour le trophée était passionnant.,,,das Spiel um,the game for = das Spiel um + Accusative,le match pour = das Spiel um + Accusatif,to introduce a central object of concern or covetousness → um,pour introduire un objet central d'intérêt ou de convoitise → um,the game for = das Spiel um + Accusative<br><br>to introduce a central object of concern or covetousness → um,le match pour = das Spiel um + Accusatif<br><br>pour introduire un objet central d'intérêt ou de convoitise → um
394,14,Ihr Spiel _____ den Sieg zog viele Zuschauer an.,um,Ihr Spiel um den Sieg zog viele Zuschauer an.,Their game for victory attracted many spectators.,Leur match pour la victoire a attiré de nombreux spectateurs.,,,das Spiel um,the game for = das Spiel um + Accusative,le match pour = das Spiel um + Accusatif,to introduce a central object of concern or covetousness → um,pour introduire un objet central d'intérêt ou de convoitise → um,the game for = das Spiel um + Accusative<br><br>to introduce a central object of concern or covetousness → um,le match pour = das Spiel um + Accusatif<br><br>pour introduire un objet central d'intérêt ou de convoitise → um
395,14,Sein Spiel _____ den dritten Platz war besonders aufregend.,um,Sein Spiel um den dritten Platz war besonders aufregend.,His match for third place was especially exciting.,Son match pour la troisième place était particulièrement excitant.,,,das Spiel um,the game for = das Spiel um + Accusative,le match pour = das Spiel um + Accusatif,to introduce a central object of concern or covetousness → um,pour introduire un objet central d'intérêt ou de convoitise → um,the game for = das Spiel um + Accusative<br><br>to introduce a central object of concern or covetousness → um,le match pour = das Spiel um + Accusatif<br><br>pour introduire un objet central d'intérêt ou de convoitise → um
396,14,Die Wette _____ 50 Euro wurde ernst genommen.,um,Die Wette um 50 Euro wurde ernst genommen.,The bet for 50 euros was taken seriously.,Le pari de 50 euros a été pris au sérieux.,,,die Wette um,the bet for = die Wette um + Accusative,le pari sur = die Wette um + Accusatif,to introduce a central object of concern or covetousness → um,pour introduire un objet central d'intérêt ou de convoitise → um,the bet for = die Wette um + Accusative<br><br>to introduce a central object of concern or covetousness → um,le pari sur = die Wette um + Accusatif<br><br>pour introduire un objet central d'intérêt ou de convoitise → um
397,14,Seine Wette _____ den Ausgang des Spiels sorgte für Spannung.,um,Seine Wette um den Ausgang des Spiels sorgte für Spannung.,His bet on the outcome of the game created excitement.,Son pari sur l’issue du match a créé l’enthousiasme.,,,die Wette um,the bet for = die Wette um + Accusative,le pari sur = die Wette um + Accusatif,to introduce a central object of concern or covetousness → um,pour introduire un objet central d'intérêt ou de convoitise → um,the bet for = die Wette um + Accusative<br><br>to introduce a central object of concern or covetousness → um,le pari sur = die Wette um + Accusatif<br><br>pour introduire un objet central d'intérêt ou de convoitise → um
398,14,Ihre Wette _____ das Ergebnis des Rennens brachte ihr Glück.,um,Ihre Wette um das Ergebnis des Rennens brachte ihr Glück.,Her bet on the outcome of the race brought her luck.,Son pari sur le résultat de la course lui a porté chance.,,,die Wette um,the bet for = die Wette um + Accusative,le pari sur = die Wette um + Accusatif,to introduce a central object of concern or covetousness → um,pour introduire un objet central d'intérêt ou de convoitise → um,the bet for = die Wette um + Accusative<br><br>to introduce a central object of concern or covetousness → um,le pari sur = die Wette um + Accusatif<br><br>pour introduire un objet central d'intérêt ou de convoitise → um
399,14,Die Warnung _____ dem Sturm kam rechtzeitig.,vor,Die Warnung vor dem Sturm kam rechtzeitig.,The warning about the storm came in time.,L’avertissement concernant la tempête est arrivé à temps.,,,die Warnung vor,the warning of = die Warnung vor + Dative,l'avertissement concernant = die Warnung vor + Datif,to introduce an object of danger → vor,pour introduire un danger → vor,the warning of = die Warnung vor + Dative<br><br>to introduce an object of danger → vor,l'avertissement concernant = die Warnung vor + Datif<br><br>pour introduire un danger → vor
400,14,Ihre Warnung _____ den Gefahren wurde ernst genommen.,vor,Ihre Warnung vor den Gefahren wurde ernst genommen.,Her warning about the dangers was taken seriously.,Son avertissement sur les dangers a été pris au sérieux.,,,die Warnung vor,the warning of = die Warnung vor + Dative,l'avertissement concernant = die Warnung vor + Datif,to introduce an object of danger → vor,pour introduire un danger → vor,the warning of = die Warnung vor + Dative<br><br>to introduce an object of danger → vor,l'avertissement concernant = die Warnung vor + Datif<br><br>pour introduire un danger → vor
401,14,Seine Warnung _____ dem Betrug rettete viele vor Schaden.,vor,Seine Warnung vor dem Betrug rettete viele vor Schaden.,His warning about the fraud saved many from harm.,Son avertissement concernant la fraude a sauvé beaucoup de gens du préjudice.,,,die Warnung vor,the warning of = die Warnung vor + Dative,l'avertissement concernant = die Warnung vor + Datif,to introduce an object of danger → vor,pour introduire un danger → vor,the warning of = die Warnung vor + Dative<br><br>to introduce an object of danger → vor,l'avertissement concernant = die Warnung vor + Datif<br><br>pour introduire un danger → vor
402,14,Der Rat _____ mehr Geduld war hilfreich.,zu,Der Rat zu mehr Geduld war hilfreich.,The advice for more patience was helpful.,Le conseil de faire preuve de plus de patience a été utile.,,,der Rat zu,the advice to = der Rat zu + Dative,le conseil de = der Rat zu + Datif,to introduce an outcome or direction → zu,pour introduire un résultat ou une direction → zu,the advice to = der Rat zu + Dative<br><br>to introduce an outcome or direction → zu,le conseil de = der Rat zu + Datif<br><br>pour introduire un résultat ou une direction → zu
403,14,Ihr Rat _____ diesem Thema wurde ernst genommen.,zu,Ihr Rat zu diesem Thema wurde ernst genommen.,Her advice on this topic was taken seriously.,Ses conseils sur ce sujet ont été pris au sérieux.,,,der Rat zu,the advice to = der Rat zu + Dative,le conseil de = der Rat zu + Datif,to introduce an outcome or direction → zu,pour introduire un résultat ou une direction → zu,the advice to = der Rat zu + Dative<br><br>to introduce an outcome or direction → zu,le conseil de = der Rat zu + Datif<br><br>pour introduire un résultat ou une direction → zu
404,14,Sein Rat _____ regelmäßiger Übung zeigte schnell Wirkung.,zu,Sein Rat zu regelmäßiger Übung zeigte schnell Wirkung.,His advice for regular practice showed quick results.,Son conseil de pratiquer régulièrement a montré des résultats rapides.,,,der Rat zu,the advice to = der Rat zu + Dative,le conseil de = der Rat zu + Datif,to introduce an outcome or direction → zu,pour introduire un résultat ou une direction → zu,the advice to = der Rat zu + Dative<br><br>to introduce an outcome or direction → zu,le conseil de = der Rat zu + Datif<br><br>pour introduire un résultat ou une direction → zu
405,14,Der Mangel _____ qualifizierten Fachkräften stellt viele Unternehmen vor große Herausforderungen.,an,Der Mangel an qualifizierten Fachkräften stellt viele Unternehmen vor große Herausforderungen.,The lack of qualified specialists presents many companies with major challenges.,Le manque de spécialistes qualifiés pose de grands défis à de nombreuses entreprises.,,,der Mangel an,the lack of = der Mangel an + Dative,la manque de = der Mangel an + Datif,to introduce a point of reference → an,pour introduire un point de référence → an,the lack of = der Mangel an + Dative<br><br>to introduce a point of reference → an,la manque de = der Mangel an + Datif<br><br>pour introduire un point de référence → an
406,14,"Der Mangel _____ bezahlbarem Wohnraum zwingt viele Menschen, weiter außerhalb der Stadt zu leben.",an,"Der Mangel an bezahlbarem Wohnraum zwingt viele Menschen, weiter außerhalb der Stadt zu leben.",The lack of affordable housing forces many people to live further outside the city.,Le manque de logements abordables force beaucoup de gens à vivre plus loin du centre-ville.,,,der Mangel an,the lack of = der Mangel an + Dative,la manque de = der Mangel an + Datif,to introduce a point of reference → an,pour introduire un point de référence → an,the lack of = der Mangel an + Dative<br><br>to introduce a point of reference → an,la manque de = der Mangel an + Datif<br><br>pour introduire un point de référence → an
