Nr,exercise,question,answer,german,english,french,case_english,case_french,combination,explanation_verb_english,explanation_verb_french,explanation_preposition_english,explanation_preposition_french,explanation_english,explanation_french
288,12,Er ist _____ einer seltenen Krankheit erkrankt.,an,Er ist an einer seltenen Krankheit erkrankt.,He is ill with a rare disease.,Il est atteint d’une maladie rare.,,,erkrankt an sein,to be ill with = erkrankt an sein + Dative,être malade de = erkrankt an sein + Datif,to introduce a cause → an,pour introduire une cause → an,to be ill with = erkrankt an sein + Dative<br><br>to introduce a cause → an,être malade de = erkrankt an sein + Datif<br><br>pour introduire une cause → an
289,12,Viele Menschen sind _____ Grippe erkrankt.,an,Viele Menschen sind an Grippe erkrankt.,Many people are suffering from the flu.,De nombreuses personnes souffrent de la grippe.,,,erkrankt an sein,to be ill with = erkrankt an sein + Dative,être malade de = erkrankt an sein + Datif,to introduce a cause → an,pour introduire une cause → an,to be ill with = erkrankt an sein + Dative<br><br>to introduce a cause → an,être malade de = erkrankt an sein + Datif<br><br>pour introduire une cause → an
290,12,"Nach der Rückkehr aus dem Urlaub ist sie _____ einer schweren Lungenentzündung erkrankt, die sie wochenlang außer Gefecht setzte.",an,"Nach der Rückkehr aus dem Urlaub ist sie an einer schweren Lungenentzündung erkrankt, die sie wochenlang außer Gefecht setzte.","After returning from vacation, she fell ill with a severe pneumonia that incapacitated her for weeks.","À son retour de vacances, elle a contracté une grave pneumonie qui l’a mise hors d’état pendant plusieurs semaines.",,,erkrankt an sein,to be ill with = erkrankt an sein + Dative,être malade de = erkrankt an sein + Datif,to introduce a cause → an,pour introduire une cause → an,to be ill with = erkrankt an sein + Dative<br><br>to introduce a cause → an,être malade de = erkrankt an sein + Datif<br><br>pour introduire une cause → an
291,12,Sie ist eifersüchtig _____ ihre Schwester.,auf,Sie ist eifersüchtig auf ihre Schwester.,She is jealous of her sister.,Elle est jalouse de sa sœur.,,,eifersüchtig auf sein,to be jealous of = eifersüchtig auf sein + Accusative,être jaloux de = eifersüchtig auf sein + Accusatif,to introduce an object of focus or a target → auf,pour introduire un objet de focalisation ou une cible → auf,to be jealous of = eifersüchtig auf sein + Accusative<br><br>to introduce an object of focus or a target → auf,être jaloux de = eifersüchtig auf sein + Accusatif<br><br>pour introduire un objet de focalisation ou une cible → auf
292,12,Er ist eifersüchtig _____ ihren Erfolg.,auf,Er ist eifersüchtig auf ihren Erfolg.,He is jealous of her success.,Il est jaloux de son succès.,,,eifersüchtig auf sein,to be jealous of = eifersüchtig auf sein + Accusative,être jaloux de = eifersüchtig auf sein + Accusatif,to introduce an object of focus or a target → auf,pour introduire un objet de focalisation ou une cible → auf,to be jealous of = eifersüchtig auf sein + Accusative<br><br>to introduce an object of focus or a target → auf,être jaloux de = eifersüchtig auf sein + Accusatif<br><br>pour introduire un objet de focalisation ou une cible → auf
293,12,"Der Kollege wurde eifersüchtig _____ seinen Freund, als dieser die Beförderung bekam, die er selbst wollte.",auf,"Der Kollege wurde eifersüchtig auf seinen Freund, als dieser die Beförderung bekam, die er selbst wollte.",The colleague became jealous of his friend when he got the promotion he had wanted for himself.,Le collègue est devenu jaloux de son ami lorsque celui-ci a obtenu la promotion qu’il convoitait lui-même.,,,eifersüchtig auf sein,to be jealous of = eifersüchtig auf sein + Accusative,être jaloux de = eifersüchtig auf sein + Accusatif,to introduce an object of focus or a target → auf,pour introduire un objet de focalisation ou une cible → auf,to be jealous of = eifersüchtig auf sein + Accusative<br><br>to introduce an object of focus or a target → auf,être jaloux de = eifersüchtig auf sein + Accusatif<br><br>pour introduire un objet de focalisation ou une cible → auf
294,12,Er ist neidisch _____ seinen Kollegen.,auf,Er ist neidisch auf seinen Kollegen.,He is envious of his colleague.,Il est envieux de son collègue.,,,neidisch auf sein,to be jealous of = neidisch auf sein + Accusative,être jaloux de = neidisch auf sein + Accusatif,to introduce an object of focus or a target → auf,pour introduire un objet de focalisation ou une cible → auf,to be jealous of = neidisch auf sein + Accusative<br><br>to introduce an object of focus or a target → auf,être jaloux de = neidisch auf sein + Accusatif<br><br>pour introduire un objet de focalisation ou une cible → auf
295,12,Ich bin neidisch _____ deine Fähigkeiten.,auf,Ich bin neidisch auf deine Fähigkeiten.,I am envious of your skills.,J'envie vos compétences.,,,neidisch auf sein,to be jealous of = neidisch auf sein + Accusative,être jaloux de = neidisch auf sein + Accusatif,to introduce an object of focus or a target → auf,pour introduire un objet de focalisation ou une cible → auf,to be jealous of = neidisch auf sein + Accusative<br><br>to introduce an object of focus or a target → auf,être jaloux de = neidisch auf sein + Accusatif<br><br>pour introduire un objet de focalisation ou une cible → auf
296,12,"Sie war insgeheim neidisch _____ ihre Freundin, die scheinbar mühelos Erfolg hatte.",auf,"Sie war insgeheim neidisch auf ihre Freundin, die scheinbar mühelos Erfolg hatte.","She was secretly envious of her friend, who seemed to succeed effortlessly.","Elle était secrètement envieuse de son amie, qui semblait réussir sans effort.",,,neidisch auf sein,to be jealous of = neidisch auf sein + Accusative,être jaloux de = neidisch auf sein + Accusatif,to introduce an object of focus or a target → auf,pour introduire un objet de focalisation ou une cible → auf,to be jealous of = neidisch auf sein + Accusative<br><br>to introduce an object of focus or a target → auf,être jaloux de = neidisch auf sein + Accusatif<br><br>pour introduire un objet de focalisation ou une cible → auf
297,12,Sie ist sehr geeignet _____ diese Position.,für,Sie ist sehr geeignet für diese Position.,She is well suited for this position.,Elle est tout à fait adaptée à ce poste.,,,geeignet für sein,to be suitable for = geeignet für sein + Accusative,être adapté pour = geeignet für sein + Accusatif,"to introduce a purpose, a goal or a beneficiary → für","pour introduire un objectif, un but ou un bénéficiaire → für","to be suitable for = geeignet für sein + Accusative<br><br>to introduce a purpose, a goal or a beneficiary → für","être adapté pour = geeignet für sein + Accusatif<br><br>pour introduire un objectif, un but ou un bénéficiaire → für"
298,12,Dieses Material ist nicht geeignet _____ Kinder.,für,Dieses Material ist nicht geeignet für Kinder.,This material is not suitable for children.,Ce matériel ne convient pas aux enfants.,,,geeignet für sein,to be suitable for = geeignet für sein + Accusative,être adapté pour = geeignet für sein + Accusatif,"to introduce a purpose, a goal or a beneficiary → für","pour introduire un objectif, un but ou un bénéficiaire → für","to be suitable for = geeignet für sein + Accusative<br><br>to introduce a purpose, a goal or a beneficiary → für","être adapté pour = geeignet für sein + Accusatif<br><br>pour introduire un objectif, un but ou un bénéficiaire → für"
299,12,Das neue Verfahren ist besonders geeignet _____ komplexe analytische Aufgaben in der Forschung.,für,Das neue Verfahren ist besonders geeignet für komplexe analytische Aufgaben in der Forschung.,The new method is particularly suitable for complex analytical tasks in research.,La nouvelle méthode est particulièrement adaptée aux tâches analytiques complexes dans la recherche.,,,geeignet für sein,to be suitable for = geeignet für sein + Accusative,être adapté pour = geeignet für sein + Accusatif,"to introduce a purpose, a goal or a beneficiary → für","pour introduire un objectif, un but ou un bénéficiaire → für","to be suitable for = geeignet für sein + Accusative<br><br>to introduce a purpose, a goal or a beneficiary → für","être adapté pour = geeignet für sein + Accusatif<br><br>pour introduire un objectif, un but ou un bénéficiaire → für"
300,12,Nach der Impfung ist sie immun _____ die Krankheit.,gegen,Nach der Impfung ist sie immun gegen die Krankheit.,"After the vaccination, she is immune to the disease.","Après la vaccination, elle est immunisée contre la maladie.",,,immun gegen sein,to be immune to = immun gegen sein + Accusative,être immunisé contre = immun gegen sein + Accusatif,to introduce a rejection or an opposition → gegen,pour introduire un rejet ou une opposition → gegen,to be immune to = immun gegen sein + Accusative<br><br>to introduce a rejection or an opposition → gegen,être immunisé contre = immun gegen sein + Accusatif<br><br>pour introduire un rejet ou une opposition → gegen
301,12,Manche Tiere sind immun _____ bestimmte Gifte.,gegen,Manche Tiere sind immun gegen bestimmte Gifte.,Some animals are immune to certain poisons.,Certains animaux sont immunisés contre certains poisons.,,,immun gegen sein,to be immune to = immun gegen sein + Accusative,être immunisé contre = immun gegen sein + Accusatif,to introduce a rejection or an opposition → gegen,pour introduire un rejet ou une opposition → gegen,to be immune to = immun gegen sein + Accusative<br><br>to introduce a rejection or an opposition → gegen,être immunisé contre = immun gegen sein + Accusatif<br><br>pour introduire un rejet ou une opposition → gegen
302,12,Dank jahrelanger Forschung ist die Bevölkerung nun weitgehend immun _____ das Virus.,gegen,Dank jahrelanger Forschung ist die Bevölkerung nun weitgehend immun gegen das Virus.,"Thanks to years of research, the population is now largely immune to the virus.","Grâce à des années de recherche, la population est désormais largement immunisée contre le virus.",,,immun gegen sein,to be immune to = immun gegen sein + Accusative,être immunisé contre = immun gegen sein + Accusatif,to introduce a rejection or an opposition → gegen,pour introduire un rejet ou une opposition → gegen,to be immune to = immun gegen sein + Accusative<br><br>to introduce a rejection or an opposition → gegen,être immunisé contre = immun gegen sein + Accusatif<br><br>pour introduire un rejet ou une opposition → gegen
303,12,Er ist süchtig _____ Schokolade.,nach,Er ist süchtig nach Schokolade.,He is addicted to chocolate.,Il est accro au chocolat.,,,süchtig nach sein,to be addicted to = süchtig nach sein + Dative,"être accro à, être addict à = süchtig nach sein + Datif",to introduce the object of a search → nach,pour introduire l'objet d'une recherche → nach,to be addicted to = süchtig nach sein + Dative<br><br>to introduce the object of a search → nach,"être accro à, être addict à = süchtig nach sein + Datif<br><br>pour introduire l'objet d'une recherche → nach"
