Nr,exercise,original_exercise,question,answer,german,english,french,person,preposition,article,combination,case_english_,case_french_,gender_english,gender_french,explanation_english,explanation_french,case_english,case_french
476,15,14,"Kannst du bitte _____ Hund aufpassen, während ich weg bin?",auf meinen,"Kannst du bitte auf meinen Hund aufpassen, während ich weg bin?",Can you please take care of my dog while I am away?,Pourriez-vous prendre soin de mon chien pendant mon absence ?,mein,auf,meinen,aufpassen auf,Accusative,Accusatif,Masculine,Masculin,to watch over = aufpassen auf + Accusative<br>to introduce an object of focus or a target → auf + Acc.,"veiller sur, surveiller = aufpassen auf + Accusatif<br>pour introduire un objet de focalisation ou une cible → auf + Acc.",", Accusative",", Accusatif"
477,15,14,Er passt immer _____ kleine Schwester auf.,auf seine,Er passt immer auf seine kleine Schwester auf.,He always takes care of his little sister.,Il prend toujours soin de sa petite sœur.,sein,auf,seine,aufpassen auf,Accusative,Accusatif,Feminine,Féminin,to watch over = aufpassen auf + Accusative<br>to introduce an object of focus or a target → auf + Acc.,"veiller sur, surveiller = aufpassen auf + Accusatif<br>pour introduire un objet de focalisation ou une cible → auf + Acc.",", Accusative",", Accusatif"
478,15,14,"Ich passe gut _____ Sachen auf, wenn ich reise.",auf meine,"Ich passe gut auf meine Sachen auf, wenn ich reise.",I take good care of my things when I travel.,Je prends grand soin de mes affaires lorsque je voyage.,mein,auf,meine,aufpassen auf,Accusative,Accusatif,Plural,Pluriel,to watch over = aufpassen auf + Accusative<br>to introduce an object of focus or a target → auf + Acc.,"veiller sur, surveiller = aufpassen auf + Accusatif<br>pour introduire un objet de focalisation ou une cible → auf + Acc.",", Accusative",", Accusatif"
479,15,14,Die neuen Maßnahmen führten _____ Verbesserung der Situation.,zu einer,Die neuen Maßnahmen führten zu einer Verbesserung der Situation.,The new measures led to an improvement in the situation.,Les nouvelles mesures ont permis d'améliorer la situation.,ein,zu,einer,führen zu,Dative,Datif,Feminine,Féminin,to lead to = führen zu + Dative<br>to introduce an outcome or direction → zu + Dat.,mener à = führen zu + Datif<br>pour introduire un résultat ou une direction → zu + Dat.,", Dative",", Datif"
480,15,14,Wir haben das Spiel _____ andere Mannschaft verloren.,an die,Wir haben das Spiel an die andere Mannschaft verloren.,We lost the game to the other team.,Nous avons perdu le match contre l'autre équipe.,der/die/das,an,die,verlieren an,Accusative,Accusatif,Feminine,Féminin,to lose something to someone = verlieren an + Accusative,perdre quelque chose au profit de quelqu'un = verlieren an + Accusatif,", Accusative",", Accusatif"
481,15,14,Die Menschen fliehen _____ Gewalt in ihrer Heimat.,vor der,Die Menschen fliehen vor der Gewalt in ihrer Heimat.,The people are fleeing from the violence in their homeland.,Les gens fuient les violences qui sévissent dans leur pays.,der/die/das,vor,der,fliehen vor,Dative,Datif,Feminine,Féminin,to flee from = fliehen vor + Dative<br>to introduce an object of danger → vor + Dat.,fuir = fliehen vor + Datif<br>pour introduire un danger → vor + Dat.,", Dative",", Datif"
482,15,14,Er ist _____ Gefahr in Sicherheit geflohen.,vor der,Er ist vor der Gefahr in Sicherheit geflohen.,He fled to safety from the danger.,Il s'est enfui pour se mettre à l'abri du danger.,der/die/das,vor,der,fliehen vor,Dative,Datif,Feminine,Féminin,to flee from = fliehen vor + Dative<br>to introduce an object of danger → vor + Dat.,fuir = fliehen vor + Datif<br>pour introduire un danger → vor + Dat.,", Dative",", Datif"
483,15,14,Sie flohen _____ Krieg in ein anderes Land.,vor dem,Sie flohen vor dem Krieg in ein anderes Land.,They fled from the war to another country.,Ils ont fui la guerre pour se réfugier dans un autre pays.,der/die/das,vor,dem,fliehen vor,Dative,Datif,Masculine,Masculin,to flee from = fliehen vor + Dative<br>to introduce an object of danger → vor + Dat.,fuir = fliehen vor + Datif<br>pour introduire un danger → vor + Dat.,", Dative",", Datif"
484,15,14,Sie fürchtet sich _____ Folgen ihrer Entscheidung.,vor den,Sie fürchtet sich vor den Folgen ihrer Entscheidung.,She is afraid of the consequences of her decision.,Elle a peur des conséquences de sa décision.,der/die/das,vor,den,sich fürchten vor,Dative,Datif,Plural,Pluriel,to be afraid of = sich fürchten vor + Dative<br>to introduce an object of danger → vor + Dat.,avoir peur de = sich fürchten vor + Datif<br>pour introduire un danger → vor + Dat.,", Dative",", Datif"
485,15,14,Er fürchtet sich _____ Fliegen.,vor dem,Er fürchtet sich vor dem Fliegen.,He is afraid of flying.,Il a peur de l'avion.,der/die/das,vor,dem,sich fürchten vor,Dative,Datif,Neuter,Neutre,to be afraid of = sich fürchten vor + Dative<br>to introduce an object of danger → vor + Dat.,avoir peur de = sich fürchten vor + Datif<br>pour introduire un danger → vor + Dat.,", Dative",", Datif"
486,15,14,"Ich konzentriere mich _____ Aufgaben, um effizienter zu arbeiten.",auf meine,"Ich konzentriere mich auf meine Aufgaben, um effizienter zu arbeiten.",I focus on my tasks to work more efficiently.,Je me concentre sur mes tâches pour travailler plus efficacement.,mein,auf,meine,konzentrieren auf,Accusative,Accusatif,Plural,Pluriel,to concentrate on = konzentrieren auf + Accusative<br>to introduce an object of focus or a target → auf + Acc.,se concentrer sur = konzentrieren auf + Accusatif<br>pour introduire un objet de focalisation ou une cible → auf + Acc.,", Accusative",", Accusatif"
487,15,14,Die Mannschaft konzentriert sich _____ nächste Spiel.,auf das,Die Mannschaft konzentriert sich auf das nächste Spiel.,The team is focusing on the next game.,L'équipe se concentre sur le prochain match.,der/die/das,auf,das,konzentrieren auf,Accusative,Accusatif,Neuter,Neutre,to concentrate on = konzentrieren auf + Accusative<br>to introduce an object of focus or a target → auf + Acc.,se concentrer sur = konzentrieren auf + Accusatif<br>pour introduire un objet de focalisation ou une cible → auf + Acc.,", Accusative",", Accusatif"
488,15,14,Sie konzentriert sich voll _____ Abschlussprüfung.,auf ihre,Sie konzentriert sich voll auf ihre Abschlussprüfung.,She is fully focused on her final exam.,Elle est pleinement concentrée sur son examen final.,ihr,auf,ihre,konzentrieren auf,Accusative,Accusatif,Feminine,Féminin,to concentrate on = konzentrieren auf + Accusative<br>to introduce an object of focus or a target → auf + Acc.,se concentrer sur = konzentrieren auf + Accusatif<br>pour introduire un objet de focalisation ou une cible → auf + Acc.,", Accusative",", Accusatif"
489,15,14,Er stammt _____ kleinen Stadt in Bayern.,aus einer,Er stammt aus einer kleinen Stadt in Bayern.,He comes from a small town in Bavaria.,Il vient d'une petite ville de Bavière.,ein,aus,einer,stammen aus,Dative,Datif,Feminine,Féminin,"to come from, to originate from = stammen aus + Dative<br>to introduce an origin or a constituent → aus + Dat.","venir de, avoir pour origine = stammen aus + Datif<br>pour introduire une origine ou un composant → aus + Dat.",", Dative",", Datif"
490,15,14,Das Buch stammt _____ 18. Jahrhundert.,aus dem,Das Buch stammt aus dem 18. Jahrhundert.,The book is from the 18th century.,Ce livre date du XVIIIe siècle.,der/die/das,aus,dem,stammen aus,Dative,Datif,Neuter,Neutre,"to come from, to originate from = stammen aus + Dative<br>to introduce an origin or a constituent → aus + Dat.","venir de, avoir pour origine = stammen aus + Datif<br>pour introduire une origine ou un composant → aus + Dat.",", Dative",", Datif"
491,15,14,Diese Tradition stammt _____ Mittelalter.,aus dem,Diese Tradition stammt aus dem Mittelalter.,This tradition dates back to the Middle Ages.,Cette tradition remonte au Moyen Âge.,der/die/das,aus,dem,stammen aus,Dative,Datif,Neuter,Neutre,"to come from, to originate from = stammen aus + Dative<br>to introduce an origin or a constituent → aus + Dat.","venir de, avoir pour origine = stammen aus + Datif<br>pour introduire une origine ou un composant → aus + Dat.",", Dative",", Datif"
492,15,14,"Ich verzichte _____ Nachtisch, weil ich keinen Hunger habe.",auf den,"Ich verzichte auf den Nachtisch, weil ich keinen Hunger habe.",I am skipping dessert because I am not hungry.,Je ne prends pas de dessert car je n'ai pas faim.,der/die/das,auf,den,verzichten auf,Accusative,Accusatif,Masculine,Masculin,to renounce = verzichten auf + Accusative<br>to introduce an object of focus or a target → auf + Acc.,renoncer = verzichten auf + Accusatif<br>pour introduire un objet de focalisation ou une cible → auf + Acc.,", Accusative",", Accusatif"
493,15,14,Sie berichtete _____ Erlebnissen während des Auslandssemesters.,von ihren,Sie berichtete von ihren Erlebnissen während des Auslandssemesters.,She talked about her experiences during the semester abroad.,Elle a parlé de son expérience durant son semestre à l'étranger.,ihr,von,ihren,berichten von,Dative,Datif,Plural,Pluriel,"to report on (something personal, an experience) = berichten von + Dative","faire un compte rendu (de quelque chose de personnel, d'une expérience) = berichten von + Datif",", Dative",", Datif"
494,15,14,Er hat _____ ersten Arbeitstag berichtet.,von seinem,Er hat von seinem ersten Arbeitstag berichtet.,He reported on his first day at work.,Il a fait son rapport le premier jour de travail.,sein,von,seinem,berichten von,Dative,Datif,Masculine,Masculin,"to report on (something personal, an experience) = berichten von + Dative","faire un compte rendu (de quelque chose de personnel, d'une expérience) = berichten von + Datif",", Dative",", Datif"
495,15,14,Ich möchte dir _____ Reise nach Norwegen berichten.,von meiner,Ich möchte dir von meiner Reise nach Norwegen berichten.,I would like to tell you about my trip to Norway.,Je voudrais vous parler de mon voyage en Norvège.,mein,von,meiner,berichten von,Dative,Datif,Feminine,Féminin,"to report on (something personal, an experience) = berichten von + Dative","faire un compte rendu (de quelque chose de personnel, d'une expérience) = berichten von + Datif",", Dative",", Datif"
496,15,14,Die Medien berichten ausführlich _____ aktuellen Konflikt.,über den,Die Medien berichten ausführlich über den aktuellen Konflikt.,The media report extensively on the current conflict.,Les médias couvrent largement le conflit actuel.,der/die/das,über,den,berichten über,Accusative,Accusatif,Masculine,Masculin,to report on (something objective) = berichten über + Accusative<br>to introduce a general subject → über + Acc.,faire rapport sur (quelque chose d'objectif) = berichten über + Accusatif<br>pour introduire un sujet général → über + Acc.,", Accusative",", Accusatif"
497,15,14,Die Zeugin berichtete _____ Unfallhergang.,über den,Die Zeugin berichtete über den Unfallhergang.,The witness reported on how the accident happened.,Le témoin a relaté comment l'accident s'est produit.,der/die/das,über,den,berichten über,Accusative,Accusatif,Masculine,Masculin,to report on (something objective) = berichten über + Accusative<br>to introduce a general subject → über + Acc.,faire rapport sur (quelque chose d'objectif) = berichten über + Accusatif<br>pour introduire un sujet général → über + Acc.,", Accusative",", Accusatif"
498,16,16,Der Arzt hat ihn _____ Gefahren des Rauchens gewarnt.,vor den,Der Arzt hat ihn vor den Gefahren des Rauchens gewarnt.,The doctor warned him about the dangers of smoking.,Le médecin l'a mis en garde contre les dangers du tabagisme.,der/die/das,vor,den,warnen vor,Dative,Datif,Plural,Pluriel,to warn of = warnen vor + Dative<br>to introduce an object of danger → vor + Dat.,avertir de = warnen vor + Datif<br>pour introduire un danger → vor + Dat.,", Dative",", Datif"
499,16,16,Sie hat sich gut _____ Krankheit erholt.,von ihrer,Sie hat sich gut von ihrer Krankheit erholt.,She has recovered well from her illness.,Elle s'est bien remise de sa maladie.,ihr,von,ihrer,sich erholen von,Dative,Datif,Feminine,Féminin,to recover from = sich erholen von + Dative<br>to introduce an origin or a starting point → von + Dat.,se remettre de = sich erholen von + Datif<br>pour introduire une origine ou un point de départ → von + Dat.,", Dative",", Datif"
500,16,16,Nach dem Stress muss ich mich _____ Arbeit erholen.,von der,Nach dem Stress muss ich mich von der Arbeit erholen.,"After the stress, I need to recover from work.","Après le stress, j'ai besoin de récupérer du travail.",der/die/das,von,der,sich erholen von,Dative,Datif,Feminine,Féminin,to recover from = sich erholen von + Dative<br>to introduce an origin or a starting point → von + Dat.,se remettre de = sich erholen von + Datif<br>pour introduire une origine ou un point de départ → von + Dat.,", Dative",", Datif"
501,16,16,Er erholt sich gerade _____ langen Reise.,von einer,Er erholt sich gerade von einer langen Reise.,He is recovering from a long journey.,Il se remet d'un long voyage.,ein,von,einer,sich erholen von,Dative,Datif,Feminine,Féminin,to recover from = sich erholen von + Dative<br>to introduce an origin or a starting point → von + Dat.,se remettre de = sich erholen von + Datif<br>pour introduire une origine ou un point de départ → von + Dat.,", Dative",", Datif"
502,16,16,Die Musik wirkt beruhigend _____.,auf mich,Die Musik wirkt beruhigend auf mich.,The music has a calming effect on me.,La musique a un effet apaisant sur moi.,ich/mich/mir,auf,mich,wirken auf,Accusative,Accusatif,Plural,Pluriel,"to affect, to have an effect on = wirken auf + Accusative<br>to introduce an object of focus or a target → auf + Acc.","affecter, avoir un effet sur = wirken auf + Accusatif<br>pour introduire un objet de focalisation ou une cible → auf + Acc.",", Accusative",", Accusatif"
503,16,16,Das Licht wirkt positiv _____ Stimmung.,auf die,Das Licht wirkt positiv auf die Stimmung.,The light has a positive effect on the mood.,La lumière a un effet positif sur l'humeur.,der/die/das,auf,die,wirken auf,Accusative,Accusatif,Feminine,Féminin,"to affect, to have an effect on = wirken auf + Accusative<br>to introduce an object of focus or a target → auf + Acc.","affecter, avoir un effet sur = wirken auf + Accusatif<br>pour introduire un objet de focalisation ou une cible → auf + Acc.",", Accusative",", Accusatif"
504,16,16,Viele Menschen nahmen _____ Demonstration teil.,an der,Viele Menschen nahmen an der Demonstration teil.,Many people participated in the demonstration.,De nombreuses personnes ont participé à la manifestation.,der/die/das,an,der,teilnehmen an,Dative,Datif,Feminine,Féminin,to participate in = teilnehmen an + Dative<br>to introduce a contact → an,participer à = teilnehmen an + Datif<br>pour introduire un contact → an,", Dative",", Datif"
