Nr,exercise,level_verben,Nr_verben,level_noun,level_goethe,level_routledge,question,answer,german,root_english,english,root_french,french,german_verb,english_verb,french_verb,german_noun,english_noun,french_noun,gender_english,gender_french
982,53,B2,,C1,,,die Markierung,markieren,,"the mark, the tag","to mark, to highlight","la marque, le tag","marquer, mettre en valeur",markieren,"to mark, to highlight","marquer, mettre en valeur",die Markierung,"the mark, the tag","la marque, le tag",,
983,53,B2,,B1,B1,,die Fortsetzung,fortsetzen,,the continuation,"to continue, to carry on, to extend, to proceed",Loading...,"continuer, poursuivre, étendre, procéder",fortsetzen,"to continue, to carry on, to extend, to proceed","continuer, poursuivre, étendre, procéder",die Fortsetzung,the continuation,Loading...,,
984,53,B2,,B2,,,der Kläger,klagen,,the plaintiff,"to complain, to lament, to sue",le plaignant,"se plaindre, se lamenter, poursuivre en justice",klagen,"to complain, to lament, to sue","se plaindre, se lamenter, poursuivre en justice",der Kläger,the plaintiff,le plaignant,,
985,53,B2,,B2,,B1,die Gleichung,gleichen,,the equation,"to equal, to match, to resemble",Loading...,"égaler, ressembler",gleichen,"to equal, to match, to resemble","égaler, ressembler",die Gleichung,the equation,Loading...,,
986,53,B2,,C2+,,,die Gleichheit,gleichen,,the equality,"to equal, to match, to resemble",Loading...,"égaler, ressembler",gleichen,"to equal, to match, to resemble","égaler, ressembler",die Gleichheit,the equality,Loading...,,
987,53,B2,,C2+,,,die Fällung,fällen,,"the precitipitation (chemistry), the felling (of trees)","to fall, to fell",Loading...,tomber,fällen,"to fall, to fell",tomber,die Fällung,"the precitipitation (chemistry), the felling (of trees)",Loading...,,
988,53,B2,,B2,B1,,das Gewürz,würzen,,the spice,"to season, to flavor",Loading...,"assaisonner, aromatiser",würzen,"to season, to flavor","assaisonner, aromatiser",das Gewürz,the spice,Loading...,,
989,53,B2,,C2+,,,die Biegung,biegen,,"the bend, the curve","to turn, to bend",Loading...,"tourner, se pencher",biegen,"to turn, to bend","tourner, se pencher",die Biegung,"the bend, the curve",Loading...,,
990,53,B2,,C1,,,das Vorkommnis,vorkommen,,the incident,"to occur, to happen, to advance",l'incident,"se produire, arriver, progresser",vorkommen,"to occur, to happen, to advance","se produire, arriver, progresser",das Vorkommnis,the incident,l'incident,,
991,53,B2,,C2+,,,die Ergreifung,ergreifen,,the seizure,"to seize, to grasp, to take hold of",la saisie,"saisir, s'emparer de",ergreifen,"to seize, to grasp, to take hold of","saisir, s'emparer de",die Ergreifung,the seizure,la saisie,,
992,53,B2,,B1,B1,,die Kopie,kopieren,,the copy,"to copy, to duplicate",la copie,"copier, dupliquer",kopieren,"to copy, to duplicate","copier, dupliquer",die Kopie,the copy,la copie,,
993,53,B2,,C1,,,der Kleber,kleben,,"the glue, the gluten","to stick, to adhere, to bond, to glue","la colle, le gluten","coller, adhérer, lier",kleben,"to stick, to adhere, to bond, to glue","coller, adhérer, lier",der Kleber,"the glue, the gluten","la colle, le gluten",,
994,53,B2,,C2+,,,der Schmalz,schmelzen,,"the grease, the lard",to melt,Loading...,faire fondre,schmelzen,to melt,faire fondre,der Schmalz,"the grease, the lard",Loading...,,
995,54,B2,,A2,B1,B1,eröffnen,die Eröffnung,,"to open, to inaugurate",the opening,"ouvrir, inaugurer",Loading...,eröffnen,"to open, to inaugurate","ouvrir, inaugurer",die Eröffnung,the opening,Loading...,Feminine,Féminin
996,54,B2,,B2,,,reiten,der Ritter,,to ride (a horse),the knight,monter à cheval,Loading...,reiten,to ride (a horse),monter à cheval,der Ritter,the knight,Loading...,Masculine,Masculin
997,54,B2,,C2+,,,reiten,der Ritt,,to ride (a horse),the ride,monter à cheval,Loading...,reiten,to ride (a horse),monter à cheval,der Ritt,the ride,Loading...,Masculine,Masculin
998,54,B2,,A2,A1,A2,anschließen,der Anschluss,,"to join, to attach, to affiliate, to connect","the connection, the annexation","rejoindre, attacher, s'affilier, se connecter",Loading...,anschließen,"to join, to attach, to affiliate, to connect","rejoindre, attacher, s'affilier, se connecter",der Anschluss,"the connection, the annexation",Loading...,Masculine,Masculin
999,54,B2,,B2,,,einsteigen,der Einstieg,,"to enter, to get in, to board","the entrance, the start","entrer, monter à bord, embarquer",Loading...,einsteigen,"to enter, to get in, to board","entrer, monter à bord, embarquer",der Einstieg,"the entrance, the start",Loading...,Masculine,Masculin
1000,54,B2,,A2,B1,A2,ausgeben,die Ausgabe,,"to spend, to expend, to issue","the edition, the output","dépenser, émettre",Loading...,ausgeben,"to spend, to expend, to issue","dépenser, émettre",die Ausgabe,"the edition, the output",Loading...,Feminine,Féminin
1001,54,B2,,D1+,,,zusammenfassen,die Zusammenfassung,,"to summarize, to condense, to abstract",the summary,"résumer, condenser, abstraire",Loading...,zusammenfassen,"to summarize, to condense, to abstract","résumer, condenser, abstraire",die Zusammenfassung,the summary,Loading...,Feminine,Féminin
1002,54,B2,,C1,,,markieren,die Markierung,,"to mark, to highlight","the mark, the tag","marquer, mettre en valeur","la marque, le tag",markieren,"to mark, to highlight","marquer, mettre en valeur",die Markierung,"the mark, the tag","la marque, le tag",Feminine,Féminin
1003,54,B2,,B1,B1,,fortsetzen,die Fortsetzung,,"to continue, to carry on, to extend, to proceed",the continuation,"continuer, poursuivre, étendre, procéder",Loading...,fortsetzen,"to continue, to carry on, to extend, to proceed","continuer, poursuivre, étendre, procéder",die Fortsetzung,the continuation,Loading...,Feminine,Féminin
1004,54,B2,,B2,,,klagen,der Kläger,,"to complain, to lament, to sue",the plaintiff,"se plaindre, se lamenter, poursuivre en justice",le plaignant,klagen,"to complain, to lament, to sue","se plaindre, se lamenter, poursuivre en justice",der Kläger,the plaintiff,le plaignant,Masculine,Masculin
1005,54,B2,,B2,,B1,gleichen,die Gleichung,,"to equal, to match, to resemble",the equation,"égaler, ressembler",Loading...,gleichen,"to equal, to match, to resemble","égaler, ressembler",die Gleichung,the equation,Loading...,Feminine,Féminin
1006,54,B2,,C2+,,,gleichen,die Gleichheit,,"to equal, to match, to resemble",the equality,"égaler, ressembler",Loading...,gleichen,"to equal, to match, to resemble","égaler, ressembler",die Gleichheit,the equality,Loading...,Feminine,Féminin
1007,54,B2,,C2+,,,fällen,die Fällung,,"to fall, to fell","the precitipitation (chemistry), the felling (of trees)",tomber,Loading...,fällen,"to fall, to fell",tomber,die Fällung,"the precitipitation (chemistry), the felling (of trees)",Loading...,Feminine,Féminin
1008,54,B2,,B2,B1,,würzen,das Gewürz,,"to season, to flavor",the spice,"assaisonner, aromatiser",Loading...,würzen,"to season, to flavor","assaisonner, aromatiser",das Gewürz,the spice,Loading...,Neuter,Neutre
1009,54,B2,,C2+,,,biegen,die Biegung,,"to turn, to bend","the bend, the curve","tourner, se pencher",Loading...,biegen,"to turn, to bend","tourner, se pencher",die Biegung,"the bend, the curve",Loading...,Feminine,Féminin
1010,54,B2,,C1,,,vorkommen,das Vorkommnis,,"to occur, to happen, to advance",the incident,"se produire, arriver, progresser",l'incident,vorkommen,"to occur, to happen, to advance","se produire, arriver, progresser",das Vorkommnis,the incident,l'incident,Neuter,Neutre
1011,54,B2,,C2+,,,ergreifen,die Ergreifung,,"to seize, to grasp, to take hold of",the seizure,"saisir, s'emparer de",la saisie,ergreifen,"to seize, to grasp, to take hold of","saisir, s'emparer de",die Ergreifung,the seizure,la saisie,Feminine,Féminin
1012,54,B2,,B1,B1,,kopieren,die Kopie,,"to copy, to duplicate",the copy,"copier, dupliquer",la copie,kopieren,"to copy, to duplicate","copier, dupliquer",die Kopie,the copy,la copie,Feminine,Féminin
1013,54,B2,,C1,,,kleben,der Kleber,,"to stick, to adhere, to bond, to glue","the glue, the gluten","coller, adhérer, lier","la colle, le gluten",kleben,"to stick, to adhere, to bond, to glue","coller, adhérer, lier",der Kleber,"the glue, the gluten","la colle, le gluten",Masculine,Masculin
1014,54,B2,,C2+,,,schmelzen,der Schmalz,,to melt,"the grease, the lard",faire fondre,Loading...,schmelzen,to melt,faire fondre,der Schmalz,"the grease, the lard",Loading...,Masculine,Masculin
1015,55,B2,,C1,,,der Schmelz,schmelzen,,the enamel,to melt,Loading...,faire fondre,schmelzen,to melt,faire fondre,der Schmelz,the enamel,Loading...,,
1016,55,B2,,A2,,A2,das Blut,bluten,,the blood,"to bleed, to haemorrhage",Loading...,"saigner, avoir une hémorragie",bluten,"to bleed, to haemorrhage","saigner, avoir une hémorragie",das Blut,the blood,Loading...,,
1017,55,B2,,B1,,A2,der Vorgang,vorgehen,,the process,"to proceed, to advance, to go ahead",Loading...,"procéder, avancer, aller de l'avant",vorgehen,"to proceed, to advance, to go ahead","procéder, avancer, aller de l'avant",der Vorgang,the process,Loading...,,
1018,55,B2,,B1,A1,,die Abfahrt,abfahren,,the departure,"to depart, to leave",Loading...,"partir, quitter",abfahren,"to depart, to leave","partir, quitter",die Abfahrt,the departure,Loading...,,
1019,55,B2,,C1,,,das Versteck,verstecken,,"the hiding place, the stash","to hide, to conceal",Loading...,"cacher, dissimuler",verstecken,"to hide, to conceal","cacher, dissimuler",das Versteck,"the hiding place, the stash",Loading...,,
1020,55,B2,,B1,,,die Erleichterung,erleichtern,,the relief,"to facilitate, to ease, to relieve",Loading...,"faciliter, alléger, soulager",erleichtern,"to facilitate, to ease, to relieve","faciliter, alléger, soulager",die Erleichterung,the relief,Loading...,,
1021,55,B2,,A2,B1,A2,die Zusammenarbeit,zusammenarbeiten,,"the collaboration, the cooperation","to cooperate, to collaborate",Loading...,"coopérer, collaborer",zusammenarbeiten,"to cooperate, to collaborate","coopérer, collaborer",die Zusammenarbeit,"the collaboration, the cooperation",Loading...,,
1022,55,B2,,C1,,,die Erfordernis,erfordern,,"the need, the necessity","to require, to demand, to necessitate",Loading...,"exiger, nécessiter",erfordern,"to require, to demand, to necessitate","exiger, nécessiter",die Erfordernis,"the need, the necessity",Loading...,,
1023,55,B2,,D1+,,,der Biss,beißen,,the bite,to bite,Loading...,mordre,beißen,to bite,mordre,der Biss,the bite,Loading...,,
1024,55,B2,,C2+,,,die Vergrößerung,vergrößern,,the enlargement,to enlarge,l'agrandissement,pour agrandir,vergrößern,to enlarge,pour agrandir,die Vergrößerung,the enlargement,l'agrandissement,,
1025,55,B2,,B1,B1,A2,die Einnahme,einnehmen,,"the receipt, the revenue","to capture, to earn, to ingest",Loading...,"capturer, gagner, ingérer",einnehmen,"to capture, to earn, to ingest","capturer, gagner, ingérer",die Einnahme,"the receipt, the revenue",Loading...,,
1026,55,B2,,B1,,B1,die Vorlage,vorlegen,,"the source material, the template","to present, to submit, to bring forward",le modèle,"présenter, soumettre, avancer",vorlegen,"to present, to submit, to bring forward","présenter, soumettre, avancer",die Vorlage,"the source material, the template",le modèle,,
1027,55,B2,,B2,,B1,die Zuordnung,zuordnen,,"the assignment, the classification","to assign, to allocate","l'attribution, la classification","attribuer, allouer",zuordnen,"to assign, to allocate","attribuer, allouer",die Zuordnung,"the assignment, the classification","l'attribution, la classification",,
1028,55,B2,,C1,,,der Stich,stechen,,"the sting, the prick","to sting, to prick, to puncture, to pierce",la piqûre,"piquer, percer",stechen,"to sting, to prick, to puncture, to pierce","piquer, percer",der Stich,"the sting, the prick",la piqûre,,
1029,55,B2,,C1,,,die Bergung,bergen,,"the recovering, the salvaging","to recover, to rescue, to save, to salvage",Loading...,"récupérer, secourir, sauver, sauver",bergen,"to recover, to rescue, to save, to salvage","récupérer, secourir, sauver, sauver",die Bergung,"the recovering, the salvaging",Loading...,,
1030,55,B2,,C2+,,,die Kehre,kehren,,the U-turn,"to sweep, to return",Loading...,"retourner, balayer",kehren,"to sweep, to return","retourner, balayer",die Kehre,the U-turn,Loading...,,
1031,55,B2,,B2,,,die Demonstration,demonstrieren,,the demonstration,"to demonstrate, to show",Loading...,"démontrer, montrer",demonstrieren,"to demonstrate, to show","démontrer, montrer",die Demonstration,the demonstration,Loading...,,
1032,55,B2,,B1,,B1,das Grab,graben,,"the grave, the tomb","to dig, to excavate, to delve",la tombe,"creuser, fouiller, excaver",graben,"to dig, to excavate, to delve","creuser, fouiller, excaver",das Grab,"the grave, the tomb",la tombe,,
1033,56,B2,,C1,,,schmelzen,der Schmelz,,to melt,the enamel,faire fondre,Loading...,schmelzen,to melt,faire fondre,der Schmelz,the enamel,Loading...,Masculine,Masculin
1034,56,B2,,A2,,A2,bluten,das Blut,,"to bleed, to haemorrhage",the blood,"saigner, avoir une hémorragie",Loading...,bluten,"to bleed, to haemorrhage","saigner, avoir une hémorragie",das Blut,the blood,Loading...,Neuter,Neutre
1035,56,B2,,B1,,A2,vorgehen,der Vorgang,,"to proceed, to advance, to go ahead",the process,"procéder, avancer, aller de l'avant",Loading...,vorgehen,"to proceed, to advance, to go ahead","procéder, avancer, aller de l'avant",der Vorgang,the process,Loading...,Masculine,Masculin
1036,56,B2,,B1,A1,,abfahren,die Abfahrt,,"to depart, to leave",the departure,"partir, quitter",Loading...,abfahren,"to depart, to leave","partir, quitter",die Abfahrt,the departure,Loading...,Feminine,Féminin
1037,56,B2,,C1,,,verstecken,das Versteck,,"to hide, to conceal","the hiding place, the stash","cacher, dissimuler",Loading...,verstecken,"to hide, to conceal","cacher, dissimuler",das Versteck,"the hiding place, the stash",Loading...,Neuter,Neutre
1038,56,B2,,B1,,,erleichtern,die Erleichterung,,"to facilitate, to ease, to relieve",the relief,"faciliter, alléger, soulager",Loading...,erleichtern,"to facilitate, to ease, to relieve","faciliter, alléger, soulager",die Erleichterung,the relief,Loading...,Feminine,Féminin
1039,56,B2,,A2,B1,A2,zusammenarbeiten,die Zusammenarbeit,,"to cooperate, to collaborate","the collaboration, the cooperation","coopérer, collaborer",Loading...,zusammenarbeiten,"to cooperate, to collaborate","coopérer, collaborer",die Zusammenarbeit,"the collaboration, the cooperation",Loading...,Feminine,Féminin
1040,56,B2,,C1,,,erfordern,die Erfordernis,,"to require, to demand, to necessitate","the need, the necessity","exiger, nécessiter",Loading...,erfordern,"to require, to demand, to necessitate","exiger, nécessiter",die Erfordernis,"the need, the necessity",Loading...,Feminine,Féminin
1041,56,B2,,D1+,,,beißen,der Biss,,to bite,the bite,mordre,Loading...,beißen,to bite,mordre,der Biss,the bite,Loading...,Masculine,Masculin
1042,56,B2,,C2+,,,vergrößern,die Vergrößerung,,to enlarge,the enlargement,pour agrandir,l'agrandissement,vergrößern,to enlarge,pour agrandir,die Vergrößerung,the enlargement,l'agrandissement,Feminine,Féminin
1043,56,B2,,B1,B1,A2,einnehmen,die Einnahme,,"to capture, to earn, to ingest","the receipt, the revenue","capturer, gagner, ingérer",Loading...,einnehmen,"to capture, to earn, to ingest","capturer, gagner, ingérer",die Einnahme,"the receipt, the revenue",Loading...,Feminine,Féminin
