Nr,level,question,answer,german,adjective,gender,case,article
1103,14,Diese _____ Schülerin hat die beste Note bekommen.,fleißige,Diese fleißige Schülerin hat die beste Note bekommen.,fleißig,Feminin,Nominativ,Demonstrative artikel
1104,14,Diese _____ Frau erzählt immer interessante Geschichten.,alte,Diese alte Frau erzählt immer interessante Geschichten.,alt,Feminin,Nominativ,Demonstrative artikel
1105,14,Diese _____ Künstlerin hat ein beeindruckendes Gemälde geschaffen.,junge,Diese junge Künstlerin hat ein beeindruckendes Gemälde geschaffen.,jung,Feminin,Nominativ,Demonstrative artikel
1106,14,Diese _____ Politikerin hält heute eine Rede.,wichtige,Diese wichtige Politikerin hält heute eine Rede.,wichtig,Feminin,Nominativ,Demonstrative artikel
1107,14,Diese _____ Nachbarin hilft uns immer mit dem Garten.,nette,Diese nette Nachbarin hilft uns immer mit dem Garten.,nett,Feminin,Nominativ,Demonstrative artikel
1108,14,Ich gebe diesem _____ Kind ein neues Buch.,fleißigen,Ich gebe diesem fleißigen Kind ein neues Buch.,fleißig,Neutral,Dativ,Demonstrative artikel
1109,14,Wir helfen diesem _____ Haus mit einer Renovierung.,alten,Wir helfen diesem alten Haus mit einer Renovierung.,alt,Neutral,Dativ,Demonstrative artikel
1110,14,Er schenkt diesem _____ Unternehmen eine große Investition.,jungen,Er schenkt diesem jungen Unternehmen eine große Investition.,jung,Neutral,Dativ,Demonstrative artikel
1111,14,Sie widmet diesem _____ Dokument besondere Aufmerksamkeit.,wichtigen,Sie widmet diesem wichtigen Dokument besondere Aufmerksamkeit.,wichtig,Neutral,Dativ,Demonstrative artikel
1112,14,Ich vertraue diesem _____ Lächeln mehr als Worten.,netten,Ich vertraue diesem netten Lächeln mehr als Worten.,nett,Neutral,Dativ,Demonstrative artikel
1113,14,Trotz dieses _____ Kindes harter Arbeit gab es keine Anerkennung.,fleißigen,Trotz dieses fleißigen Kindes harter Arbeit gab es keine Anerkennung.,fleißig,Neutral,Genitiv,Demonstrative artikel
1114,14,Während dieses _____ Hauses Renovierung konnten wir es nicht betreten.,alten,Während dieses alten Hauses Renovierung konnten wir es nicht betreten.,alt,Neutral,Genitiv,Demonstrative artikel
1115,14,Aufgrund dieses _____ Unternehmens schnellen Wachstums steigen die Aktienkurse.,jungen,Aufgrund dieses jungen Unternehmens schnellen Wachstums steigen die Aktienkurse.,jung,Neutral,Genitiv,Demonstrative artikel
1116,14,Wegen dieses _____ Dokuments Verzögerung wurde der Vertrag nicht unterschrieben.,wichtigen,Wegen dieses wichtigen Dokuments Verzögerung wurde der Vertrag nicht unterschrieben.,wichtig,Neutral,Genitiv,Demonstrative artikel
1117,14,Ich bin mir der Bedeutung dieses _____ Lächelns bewusst.,netten,Ich bin mir der Bedeutung dieses netten Lächelns bewusst.,nett,Neutral,Genitiv,Demonstrative artikel
1118,14,Während dieser _____ Schülerin Abwesenheit hat die Klasse weitergearbeitet.,fleißigen,Während dieser fleißigen Schülerin Abwesenheit hat die Klasse weitergearbeitet.,fleißig,Feminin,Genitiv,Demonstrative artikel
1119,14,Trotz dieser _____ Frau Weisheit hörte niemand auf sie.,alten,Trotz dieser alten Frau Weisheit hörte niemand auf sie.,alt,Feminin,Genitiv,Demonstrative artikel
1120,14,Anlässlich dieser _____ Künstlerin Ausstellung waren viele Besucher da.,jungen,Anlässlich dieser jungen Künstlerin Ausstellung waren viele Besucher da.,jung,Feminin,Genitiv,Demonstrative artikel
1121,14,Wegen dieser _____ Politikerin Entscheidung änderte sich das Gesetz.,wichtigen,Wegen dieser wichtigen Politikerin Entscheidung änderte sich das Gesetz.,wichtig,Feminin,Genitiv,Demonstrative artikel
1122,14,Ich bin mir der Hilfe dieser _____ Nachbarin bewusst.,netten,Ich bin mir der Hilfe dieser netten Nachbarin bewusst.,nett,Feminin,Genitiv,Demonstrative artikel
1123,14,Ich helfe diesen _____ Schülern bei den Hausaufgaben.,fleißigen,Ich helfe diesen fleißigen Schülern bei den Hausaufgaben.,fleißig,Plural,Dativ,Demonstrative artikel
1124,14,Wir schenken diesen _____ Häusern eine Renovierung.,alten,Wir schenken diesen alten Häusern eine Renovierung.,alt,Plural,Dativ,Demonstrative artikel
1125,14,Sie gratuliert diesen _____ Künstlern zu ihrem Erfolg.,jungen,Sie gratuliert diesen jungen Künstlern zu ihrem Erfolg.,jung,Plural,Dativ,Demonstrative artikel
1126,14,Der Chef gibt diesen _____ Dokumenten höchste Priorität.,wichtigen,Der Chef gibt diesen wichtigen Dokumenten höchste Priorität.,wichtig,Plural,Dativ,Demonstrative artikel
1127,14,Ich vertraue diesen _____ Nachbarn vollkommen.,netten,Ich vertraue diesen netten Nachbarn vollkommen.,nett,Plural,Dativ,Demonstrative artikel
1128,14,Ich kenne diese _____ Schülerin seit Jahren.,fleißige,Ich kenne diese fleißige Schülerin seit Jahren.,fleißig,Feminin,Akkusativ,Demonstrative artikel
1129,14,Er besucht diese _____ Frau regelmäßig im Pflegeheim.,alte,Er besucht diese alte Frau regelmäßig im Pflegeheim.,alt,Feminin,Akkusativ,Demonstrative artikel
1130,14,Wir haben diese _____ Künstlerin auf einer Ausstellung getroffen.,junge,Wir haben diese junge Künstlerin auf einer Ausstellung getroffen.,jung,Feminin,Akkusativ,Demonstrative artikel
1131,14,Der Reporter interviewt diese _____ Politikerin.,wichtige,Der Reporter interviewt diese wichtige Politikerin.,wichtig,Feminin,Akkusativ,Demonstrative artikel
1132,14,Ich lade diese _____ Nachbarin zu meinem Geburtstag ein.,nette,Ich lade diese nette Nachbarin zu meinem Geburtstag ein.,nett,Feminin,Akkusativ,Demonstrative artikel
1133,14,Dieser _____ Schüler hat die beste Note bekommen.,fleißige,Dieser fleißige Schüler hat die beste Note bekommen.,fleißig,Maskulin,Nominativ,Demonstrative artikel
1134,14,Dieser _____ Mann erzählt immer interessante Geschichten.,alte,Dieser alte Mann erzählt immer interessante Geschichten.,alt,Maskulin,Nominativ,Demonstrative artikel
1135,14,Dieser _____ Künstler hat ein beeindruckendes Gemälde geschaffen.,junge,Dieser junge Künstler hat ein beeindruckendes Gemälde geschaffen.,jung,Maskulin,Nominativ,Demonstrative artikel
1136,14,Dieser _____ Politiker hält heute eine Rede.,wichtige,Dieser wichtige Politiker hält heute eine Rede.,wichtig,Maskulin,Nominativ,Demonstrative artikel
1137,14,Dieser _____ Nachbar hilft uns immer mit dem Garten.,nette,Dieser nette Nachbar hilft uns immer mit dem Garten.,nett,Maskulin,Nominativ,Demonstrative artikel
1138,14,Ich helfe diesem _____ Schüler bei den Hausaufgaben.,fleißigen,Ich helfe diesem fleißigen Schüler bei den Hausaufgaben.,fleißig,Maskulin,Dativ,Demonstrative artikel
1139,14,Sie spricht mit diesem _____ Mann über seine Vergangenheit.,alten,Sie spricht mit diesem alten Mann über seine Vergangenheit.,alt,Maskulin,Dativ,Demonstrative artikel
1140,14,Er gratuliert diesem _____ Künstler zu seinem Erfolg.,jungen,Er gratuliert diesem jungen Künstler zu seinem Erfolg.,jung,Maskulin,Dativ,Demonstrative artikel
1141,14,Wir danken diesem _____ Politiker für seine Rede.,wichtigen,Wir danken diesem wichtigen Politiker für seine Rede.,wichtig,Maskulin,Dativ,Demonstrative artikel
1142,14,Ich vertraue diesem _____ Nachbarn vollkommen.,netten,Ich vertraue diesem netten Nachbarn vollkommen.,nett,Maskulin,Dativ,Demonstrative artikel
1143,14,Dieses _____ Kind lernt jeden Tag neue Vokabeln.,fleißige,Dieses fleißige Kind lernt jeden Tag neue Vokabeln.,fleißig,Neutral,Nominativ,Demonstrative artikel
1144,14,Dieses _____ Haus hat eine lange Geschichte.,alte,Dieses alte Haus hat eine lange Geschichte.,alt,Neutral,Nominativ,Demonstrative artikel
1145,14,Dieses _____ Unternehmen wächst sehr schnell.,junge,Dieses junge Unternehmen wächst sehr schnell.,jung,Neutral,Nominativ,Demonstrative artikel
1146,14,Dieses _____ Dokument muss unterschrieben werden.,wichtige,Dieses wichtige Dokument muss unterschrieben werden.,wichtig,Neutral,Nominativ,Demonstrative artikel
1147,14,Dieses _____ Lächeln macht den Tag schöner.,nette,Dieses nette Lächeln macht den Tag schöner.,nett,Neutral,Nominativ,Demonstrative artikel
1148,14,Ich sehe diese _____ Schüler jeden Tag in der Schule.,fleißigen,Ich sehe diese fleißigen Schüler jeden Tag in der Schule.,fleißig,Plural,Akkusativ,Demonstrative artikel
1149,14,Wir besuchen diese _____ Häuser in unserer Stadt.,alten,Wir besuchen diese alten Häuser in unserer Stadt.,alt,Plural,Akkusativ,Demonstrative artikel
1150,14,Sie hat diese _____ Künstler zur Ausstellung eingeladen.,jungen,Sie hat diese jungen Künstler zur Ausstellung eingeladen.,jung,Plural,Akkusativ,Demonstrative artikel
1151,14,Der Chef überprüft diese _____ Dokumente sorgfältig.,wichtigen,Der Chef überprüft diese wichtigen Dokumente sorgfältig.,wichtig,Plural,Akkusativ,Demonstrative artikel
1152,14,Wir treffen diese _____ Nachbarn oft im Park.,netten,Wir treffen diese netten Nachbarn oft im Park.,nett,Plural,Akkusativ,Demonstrative artikel
1153,14,Trotz dieser _____ Schüler harter Arbeit gab es wenige Belohnungen.,fleißigen,Trotz dieser fleißigen Schüler harter Arbeit gab es wenige Belohnungen.,fleißig,Plural,Genitiv,Demonstrative artikel
1154,14,Während dieser _____ Häuser Renovierung mussten viele Menschen umziehen.,alten,Während dieser alten Häuser Renovierung mussten viele Menschen umziehen.,alt,Plural,Genitiv,Demonstrative artikel
1155,14,Aufgrund dieser _____ Künstler kreativen Ideen wurde die Ausstellung ein Erfolg.,jungen,Aufgrund dieser jungen Künstler kreativen Ideen wurde die Ausstellung ein Erfolg.,jung,Plural,Genitiv,Demonstrative artikel
1156,14,Wegen dieser _____ Dokumente Bearbeitung verzögerte sich der Prozess.,wichtigen,Wegen dieser wichtigen Dokumente Bearbeitung verzögerte sich der Prozess.,wichtig,Plural,Genitiv,Demonstrative artikel
1157,14,Ich bin mir der Hilfe dieser _____ Nachbarn bewusst.,netten,Ich bin mir der Hilfe dieser netten Nachbarn bewusst.,nett,Plural,Genitiv,Demonstrative artikel
1158,14,Während dieses _____ Schülers Abwesenheit hat die Klasse weitergearbeitet.,fleißigen,Während dieses fleißigen Schülers Abwesenheit hat die Klasse weitergearbeitet.,fleißig,Maskulin,Genitiv,Demonstrative artikel
1159,14,Trotz dieses _____ Mannes Warnungen ging er weiter.,alten,Trotz dieses alten Mannes Warnungen ging er weiter.,alt,Maskulin,Genitiv,Demonstrative artikel
1160,14,Anlässlich dieses _____ Künstlers Ausstellung kamen viele Besucher.,jungen,Anlässlich dieses jungen Künstlers Ausstellung kamen viele Besucher.,jung,Maskulin,Genitiv,Demonstrative artikel
1161,14,Wegen dieses _____ Politikers Entscheidung ändert sich die Gesetzgebung.,wichtigen,Wegen dieses wichtigen Politikers Entscheidung ändert sich die Gesetzgebung.,wichtig,Maskulin,Genitiv,Demonstrative artikel
1162,14,Ich bin mir der Hilfe dieses _____ Nachbarn bewusst.,netten,Ich bin mir der Hilfe dieses netten Nachbarn bewusst.,nett,Maskulin,Genitiv,Demonstrative artikel
1163,14,Ich kaufe dieses _____ Kind ein neues Buch.,fleißige,Ich kaufe dieses fleißige Kind ein neues Buch.,fleißig,Neutral,Akkusativ,Demonstrative artikel
1164,14,Wir besichtigen dieses _____ Haus am Wochenende.,alte,Wir besichtigen dieses alte Haus am Wochenende.,alt,Neutral,Akkusativ,Demonstrative artikel
1165,14,Er unterstützt dieses _____ Unternehmen finanziell.,junge,Er unterstützt dieses junge Unternehmen finanziell.,jung,Neutral,Akkusativ,Demonstrative artikel
1166,14,Sie unterschreibt dieses _____ Dokument sofort.,wichtige,Sie unterschreibt dieses wichtige Dokument sofort.,wichtig,Neutral,Akkusativ,Demonstrative artikel
1167,14,Ich bewundere dieses _____ Lächeln jeden Tag.,nette,Ich bewundere dieses nette Lächeln jeden Tag.,nett,Neutral,Akkusativ,Demonstrative artikel
1168,14,Diese _____ Schüler bereiten sich auf die Prüfung vor.,fleißigen,Diese fleißigen Schüler bereiten sich auf die Prüfung vor.,fleißig,Plural,Nominativ,Demonstrative artikel
1169,14,Diese _____ Häuser erzählen viele Geschichten.,alten,Diese alten Häuser erzählen viele Geschichten.,alt,Plural,Nominativ,Demonstrative artikel
1170,14,Diese _____ Künstler haben beeindruckende Werke geschaffen.,jungen,Diese jungen Künstler haben beeindruckende Werke geschaffen.,jung,Plural,Nominativ,Demonstrative artikel
1171,14,Diese _____ Dokumente müssen heute abgegeben werden.,wichtigen,Diese wichtigen Dokumente müssen heute abgegeben werden.,wichtig,Plural,Nominativ,Demonstrative artikel
1172,14,Diese _____ Nachbarn helfen uns immer gern.,netten,Diese netten Nachbarn helfen uns immer gern.,nett,Plural,Nominativ,Demonstrative artikel
1173,14,Ich helfe dieser _____ Schülerin bei den Matheaufgaben.,fleißigen,Ich helfe dieser fleißigen Schülerin bei den Matheaufgaben.,fleißig,Feminin,Dativ,Demonstrative artikel
1174,14,Er schenkt dieser _____ Frau einen Blumenstrauß.,alten,Er schenkt dieser alten Frau einen Blumenstrauß.,alt,Feminin,Dativ,Demonstrative artikel
1175,14,Wir gratulieren dieser _____ Künstlerin zu ihrem Erfolg.,jungen,Wir gratulieren dieser jungen Künstlerin zu ihrem Erfolg.,jung,Feminin,Dativ,Demonstrative artikel
1176,14,Der Reporter stellt dieser _____ Politikerin eine Frage.,wichtigen,Der Reporter stellt dieser wichtigen Politikerin eine Frage.,wichtig,Feminin,Dativ,Demonstrative artikel
1177,14,Ich vertraue dieser _____ Nachbarin voll und ganz.,netten,Ich vertraue dieser netten Nachbarin voll und ganz.,nett,Feminin,Dativ,Demonstrative artikel
1178,15,etwas _____,nettes,etwas nettes,nett,Neutral,Nominativ,Neutrum Indefinit artikel
1179,15,etwas _____,nettes,etwas nettes,nett,Neutral,Akkusativ,Neutrum Indefinit artikel
1180,15,etwas _____,nettem,etwas nettem,nett,Neutral,Dativ,Neutrum Indefinit artikel
1181,15,etwas _____,netten,etwas netten,nett,Neutral,Genitiv,Neutrum Indefinit artikel
1182,15,alle _____ Eltern,netten,alle netten Eltern,nett,Plural,Nominativ,Plural Bestimmt artikel
1183,15,alle _____ Eltern,netten,alle netten Eltern,nett,Plural,Akkusativ,Plural Bestimmt artikel
1184,15,alle _____ Eltern,netten,alle netten Eltern,nett,Plural,Dativ,Plural Bestimmt artikel
1185,15,alle _____ Eltern,netten,alle netten Eltern,nett,Plural,Genitiv,Plural Bestimmt artikel
1186,15,viele _____ Eltern,nette,viele nette Eltern,nett,Plural,Nominativ,Plural Unbestimmt Artikel
1187,15,viele _____ Eltern,nette,viele nette Eltern,nett,Plural,Akkusativ,Plural Unbestimmt Artikel
1188,15,viele _____ Eltern,netten,viele netten Eltern,nett,Plural,Dativ,Plural Unbestimmt Artikel
1189,15,viele _____ Eltern,netter,viele netter Eltern,nett,Plural,Genitiv,Plural Unbestimmt Artikel
1190,16,Ich brauche etwas _____ für den Winter.,Warmes,Ich brauche etwas Warmes für den Winter.,Warm,Neutral,Nominativ,Neutrum Indefinit artikel
1191,16,Sie möchte etwas _____ zum Nachtisch essen.,Süßes,Sie möchte etwas Süßes zum Nachtisch essen.,Süß,Neutral,Nominativ,Neutrum Indefinit artikel
1192,16,Er sucht etwas _____ für seine Wohnung.,Neues,Er sucht etwas Neues für seine Wohnung.,Neu,Neutral,Nominativ,Neutrum Indefinit artikel
1193,16,Wir haben etwas _____ im Museum gesehen.,Interessantes,Wir haben etwas Interessantes im Museum gesehen.,Interessant,Neutral,Nominativ,Neutrum Indefinit artikel
1194,16,Gibt es hier etwas _____ zu kaufen?,Günstiges,Gibt es hier etwas Günstiges zu kaufen?,Günstig,Neutral,Nominativ,Neutrum Indefinit artikel
1195,16,Ich habe etwas _____ gekocht.,Leckeres,Ich habe etwas Leckeres gekocht.,Lecker,Neutral,Akkusativ,Neutrum Indefinit artikel
1196,16,Sie hat etwas _____ im Fernsehen gesehen.,Spannendes,Sie hat etwas Spannendes im Fernsehen gesehen.,Spannend,Neutral,Akkusativ,Neutrum Indefinit artikel
1197,16,Er möchte etwas _____ ausprobieren.,Neues,Er möchte etwas Neues ausprobieren.,Neu,Neutral,Akkusativ,Neutrum Indefinit artikel
1198,16,Wir haben etwas _____ für dich gekauft.,Schönes,Wir haben etwas Schönes für dich gekauft.,Schön,Neutral,Akkusativ,Neutrum Indefinit artikel
1199,16,Kannst du mir etwas _____ empfehlen?,Gutes,Kannst du mir etwas Gutes empfehlen?,Gut,Neutral,Akkusativ,Neutrum Indefinit artikel
1200,16,Mit etwas _____ kann man den Tag beginnen.,Gutem,Mit etwas Gutem kann man den Tag beginnen.,Gut,Neutral,Dativ,Neutrum Indefinit artikel
1201,16,Sie ist mit etwas _____ zufrieden.,Neuem,Sie ist mit etwas Neuem zufrieden.,Neu,Neutral,Dativ,Neutrum Indefinit artikel
1202,16,Nach etwas _____ sehne ich mich.,Erfrischendem,Nach etwas Erfrischendem sehne ich mich.,Erfrischend,Neutral,Dativ,Neutrum Indefinit artikel
1203,16,Er hat sich für etwas _____ entschieden.,Interessantem,Er hat sich für etwas Interessantem entschieden.,Interessant,Neutral,Dativ,Neutrum Indefinit artikel
1204,16,Wir beschäftigen uns mit etwas _____.,Wichtigem,Wir beschäftigen uns mit etwas Wichtigem.,Wichtig,Neutral,Dativ,Neutrum Indefinit artikel
1205,16,Trotz etwas _____ hat er nicht aufgegeben.,Schlechtem,Trotz etwas Schlechtem hat er nicht aufgegeben.,Schlecht,Neutral,Genitiv,Neutrum Indefinit artikel
1206,16,Wegen etwas _____ musste das Treffen verschoben werden.,Unerwartetem,Wegen etwas Unerwartetem musste das Treffen verschoben werden.,Unerwartet,Neutral,Genitiv,Neutrum Indefinit artikel
1207,16,Statt etwas _____ wählte sie eine spannende Geschichte.,Langweiligem,Statt etwas Langweiligem wählte sie eine spannende Geschichte.,Langweilig,Neutral,Genitiv,Neutrum Indefinit artikel
1208,16,Anstelle von etwas _____ kaufte er eine günstigere Alternative.,Teurem,Anstelle von etwas Teurem kaufte er eine günstigere Alternative.,Teuer,Neutral,Genitiv,Neutrum Indefinit artikel
1209,16,Aufgrund von etwas _____ gab es viele Missverständnisse.,Unklarem,Aufgrund von etwas Unklarem gab es viele Missverständnisse.,Unklar,Neutral,Genitiv,Neutrum Indefinit artikel
1210,16,Alle _____ Schüler haben die Prüfung bestanden.,fleißigen,Alle fleißigen Schüler haben die Prüfung bestanden.,fleißig,Plural,Nominativ,Plural Bestimmt artikel
1211,16,Alle _____ Gebäude in der Stadt sind denkmalgeschützt.,alten,Alle alten Gebäude in der Stadt sind denkmalgeschützt.,alt,Plural,Nominativ,Plural Bestimmt artikel
1212,16,Alle _____ Künstler präsentierten ihre Werke.,jungen,Alle jungen Künstler präsentierten ihre Werke.,jung,Plural,Nominativ,Plural Bestimmt artikel
1213,16,Alle _____ Dokumente liegen auf dem Tisch.,wichtigen,Alle wichtigen Dokumente liegen auf dem Tisch.,wichtig,Plural,Nominativ,Plural Bestimmt artikel
1214,16,Alle _____ Nachbarn halfen uns beim Umzug.,netten,Alle netten Nachbarn halfen uns beim Umzug.,nett,Plural,Nominativ,Plural Bestimmt artikel
1215,16,Ich sehe alle _____ Schüler im Klassenzimmer.,fleißigen,Ich sehe alle fleißigen Schüler im Klassenzimmer.,fleißig,Plural,Akkusativ,Plural Bestimmt artikel
1216,16,Wir besichtigen alle _____ Gebäude in der Stadt.,alten,Wir besichtigen alle alten Gebäude in der Stadt.,alt,Plural,Akkusativ,Plural Bestimmt artikel
1217,16,Sie hat alle _____ Künstler für die Ausstellung eingeladen.,jungen,Sie hat alle jungen Künstler für die Ausstellung eingeladen.,jung,Plural,Akkusativ,Plural Bestimmt artikel
1218,16,Er hat alle _____ Dokumente unterschrieben.,wichtigen,Er hat alle wichtigen Dokumente unterschrieben.,wichtig,Plural,Akkusativ,Plural Bestimmt artikel
1219,16,Wir haben alle _____ Nachbarn zum Grillen eingeladen.,netten,Wir haben alle netten Nachbarn zum Grillen eingeladen.,nett,Plural,Akkusativ,Plural Bestimmt artikel
1220,16,Er hilft allen _____ Schülern bei den Hausaufgaben.,fleißigen,Er hilft allen fleißigen Schülern bei den Hausaufgaben.,fleißig,Plural,Dativ,Plural Bestimmt artikel
1221,16,Wir haben mit allen _____ Gebäuden in der Stadt zu tun.,alten,Wir haben mit allen alten Gebäuden in der Stadt zu tun.,alt,Plural,Dativ,Plural Bestimmt artikel
1222,16,Sie schenkt allen _____ Künstlern eine Leinwand.,jungen,Sie schenkt allen jungen Künstlern eine Leinwand.,jung,Plural,Dativ,Plural Bestimmt artikel
1223,16,Nach dem Meeting sprechen wir mit allen _____ Partnern.,wichtigen,Nach dem Meeting sprechen wir mit allen wichtigen Partnern.,wichtig,Plural,Dativ,Plural Bestimmt artikel
1224,16,Ich habe mich mit allen _____ Nachbarn unterhalten.,netten,Ich habe mich mit allen netten Nachbarn unterhalten.,nett,Plural,Dativ,Plural Bestimmt artikel
1225,16,Trotz aller _____ Schüler gab es Probleme mit der Prüfung.,fleißigen,Trotz aller fleißigen Schüler gab es Probleme mit der Prüfung.,fleißig,Plural,Genitiv,Plural Bestimmt artikel
1226,16,Wegen aller _____ Gebäude sind die Renovierungskosten hoch.,alten,Wegen aller alten Gebäude sind die Renovierungskosten hoch.,alt,Plural,Genitiv,Plural Bestimmt artikel
1227,16,Anstelle aller _____ Künstler wurden erfahrene Maler eingeladen.,jungen,Anstelle aller jungen Künstler wurden erfahrene Maler eingeladen.,jung,Plural,Genitiv,Plural Bestimmt artikel
1228,16,Aufgrund aller _____ Dokumente musste die Entscheidung verschoben werden.,wichtigen,Aufgrund aller wichtigen Dokumente musste die Entscheidung verschoben werden.,wichtig,Plural,Genitiv,Plural Bestimmt artikel
1229,16,Trotz aller _____ Nachbarn kann es manchmal laut sein.,netten,Trotz aller netten Nachbarn kann es manchmal laut sein.,nett,Plural,Genitiv,Plural Bestimmt artikel
1230,16,Viele _____ Schüler bereiten sich auf die Prüfung vor.,fleißige,Viele fleißige Schüler bereiten sich auf die Prüfung vor.,fleißig,Plural,Nominativ,Plural Unbestimmt Artikel
1231,16,Viele _____ Gebäude in der Stadt sind renovierungsbedürftig.,alte,Viele alte Gebäude in der Stadt sind renovierungsbedürftig.,alt,Plural,Nominativ,Plural Unbestimmt Artikel
1232,16,Viele _____ Künstler träumen von einer großen Karriere.,junge,Viele junge Künstler träumen von einer großen Karriere.,jung,Plural,Nominativ,Plural Unbestimmt Artikel
1233,16,Viele _____ Dokumente müssen noch unterschrieben werden.,wichtige,Viele wichtige Dokumente müssen noch unterschrieben werden.,wichtig,Plural,Nominativ,Plural Unbestimmt Artikel
1234,16,Viele _____ Nachbarn kamen zur Feier.,nette,Viele nette Nachbarn kamen zur Feier.,nett,Plural,Nominativ,Plural Unbestimmt Artikel
1235,16,Ich sehe viele _____ Schüler in der Bibliothek.,fleißige,Ich sehe viele fleißige Schüler in der Bibliothek.,fleißig,Plural,Akkusativ,Plural Unbestimmt Artikel
1236,16,Wir besuchen viele _____ Gebäude in der Stadt.,alte,Wir besuchen viele alte Gebäude in der Stadt.,alt,Plural,Akkusativ,Plural Unbestimmt Artikel
1237,16,Sie hat viele _____ Künstler zur Ausstellung eingeladen.,junge,Sie hat viele junge Künstler zur Ausstellung eingeladen.,jung,Plural,Akkusativ,Plural Unbestimmt Artikel
1238,16,Er hat viele _____ Dokumente durchgesehen.,wichtige,Er hat viele wichtige Dokumente durchgesehen.,wichtig,Plural,Akkusativ,Plural Unbestimmt Artikel
1239,16,Wir haben viele _____ Nachbarn zum Abendessen eingeladen.,nette,Wir haben viele nette Nachbarn zum Abendessen eingeladen.,nett,Plural,Akkusativ,Plural Unbestimmt Artikel
1240,16,Er hilft vielen _____ Schülern bei den Hausaufgaben.,fleißigen,Er hilft vielen fleißigen Schülern bei den Hausaufgaben.,fleißig,Plural,Dativ,Plural Unbestimmt Artikel
1241,16,Wir sprechen mit vielen _____ Menschen über ihre Erfahrungen.,alten,Wir sprechen mit vielen alten Menschen über ihre Erfahrungen.,alt,Plural,Dativ,Plural Unbestimmt Artikel
1242,16,Sie gibt vielen _____ Künstlern eine Chance.,jungen,Sie gibt vielen jungen Künstlern eine Chance.,jung,Plural,Dativ,Plural Unbestimmt Artikel
1243,16,Nach dem Vortrag diskutieren wir mit vielen _____ Experten.,wichtigen,Nach dem Vortrag diskutieren wir mit vielen wichtigen Experten.,wichtig,Plural,Dativ,Plural Unbestimmt Artikel
1244,16,Ich habe mich mit vielen _____ Nachbarn unterhalten.,netten,Ich habe mich mit vielen netten Nachbarn unterhalten.,nett,Plural,Dativ,Plural Unbestimmt Artikel
1245,16,Trotz vieler _____ Schüler gab es Probleme mit der Prüfung.,fleißiger,Trotz vieler fleißiger Schüler gab es Probleme mit der Prüfung.,fleißig,Plural,Genitiv,Plural Unbestimmt Artikel
1246,16,Wegen vieler _____ Gebäude sind die Renovierungskosten hoch.,alter,Wegen vieler alter Gebäude sind die Renovierungskosten hoch.,alt,Plural,Genitiv,Plural Unbestimmt Artikel
1247,16,Anstelle vieler _____ Künstler wurden erfahrene Maler eingeladen.,junger,Anstelle vieler junger Künstler wurden erfahrene Maler eingeladen.,jung,Plural,Genitiv,Plural Unbestimmt Artikel
1248,16,Aufgrund vieler _____ Dokumente musste die Entscheidung verschoben werden.,wichtiger,Aufgrund vieler wichtiger Dokumente musste die Entscheidung verschoben werden.,wichtig,Plural,Genitiv,Plural Unbestimmt Artikel
1249,16,Trotz vieler _____ Nachbarn kann es manchmal laut sein.,netter,Trotz vieler netter Nachbarn kann es manchmal laut sein.,nett,Plural,Genitiv,Plural Unbestimmt Artikel
