Nr,exercise,question,answer,german,english,french,explanation_english,explanation_french,opposite,type
1110,44,_____ muss der Vertrag angepasst werden.,Gegebenenfalls,Gegebenenfalls muss der Vertrag angepasst werden.,The contract may need to be adjusted if necessary.,Le contrat pourrait devoir être ajusté si nécessaire.,"gegebenenfalls = if applicable, if necessary, if needed","gegebenenfalls = si applicable, si nécessaire, si nécessaire",,
1111,44,Bitte bringen Sie _____ alle relevanten Unterlagen mit.,gegebenenfalls,Bitte bringen Sie gegebenenfalls alle relevanten Unterlagen mit.,"Please bring all relevant documents, if applicable.","Veuillez apporter tous les documents pertinents, le cas échéant.","gegebenenfalls = if applicable, if necessary, if needed","gegebenenfalls = si applicable, si nécessaire, si nécessaire",,
1112,44,Die Frist kann _____ verlängert werden.,gegebenenfalls,Die Frist kann gegebenenfalls verlängert werden.,The deadline can be extended if needed.,Le délai peut être prolongé si nécessaire.,"gegebenenfalls = if applicable, if necessary, if needed","gegebenenfalls = si applicable, si nécessaire, si nécessaire",,
1113,44,_____ werden weitere Maßnahmen ergriffen.,Gegebenenfalls,Gegebenenfalls werden weitere Maßnahmen ergriffen.,Further measures will be taken if necessary.,Des mesures supplémentaires seront prises si nécessaire.,"gegebenenfalls = if applicable, if necessary, if needed","gegebenenfalls = si applicable, si nécessaire, si nécessaire",,
1114,44,"Die _____ führende Forschungsgruppe verlor an Bedeutung, nachdem mehrere Schlüsselpersonen das Institut verlassen hatten.",ehemals,"Die ehemals führende Forschungsgruppe verlor an Bedeutung, nachdem mehrere Schlüsselpersonen das Institut verlassen hatten.",The formerly leading research group lost significance after several key figures left the institute.,L’équipe de recherche autrefois dominante a perdu de son importance après le départ de plusieurs personnes clés.,"ehemals = formerly, previously",ehemals = autrefois,,
1115,44,"Das Gelände, _____ ein Industriezentrum, wird heute für innovative Technologieprojekte genutzt.",ehemals,"Das Gelände, ehemals ein Industriezentrum, wird heute für innovative Technologieprojekte genutzt.","The site, formerly an industrial hub, is now used for innovative technology projects.","Le site, autrefois un centre industriel, est aujourd’hui utilisé pour des projets technologiques innovants.","ehemals = formerly, previously",ehemals = autrefois,,
1116,44,"Die Organisation war _____ streng hierarchisch aufgebaut, arbeitet jedoch inzwischen mit flexibleren Strukturen.",ehemals,"Die Organisation war ehemals streng hierarchisch aufgebaut, arbeitet jedoch inzwischen mit flexibleren Strukturen.",The organization was formerly strictly hierarchical but now operates with more flexible structures.,"L’organisation, autrefois très hiérarchisée, fonctionne désormais avec des structures plus flexibles.","ehemals = formerly, previously",ehemals = autrefois,,
1117,44,"_____ strittige Positionen nähern sich an, seit neue Daten die Debatte versachlicht haben.",Ehemals,"Ehemals strittige Positionen nähern sich an, seit neue Daten die Debatte versachlicht haben.",Formerly contentious positions are converging now that new data has made the debate more objective.,Des positions autrefois controversées se rapprochent depuis que de nouvelles données ont apporté plus d’objectivité au débat.,"ehemals = formerly, previously",ehemals = autrefois,,
1118,44,"Das Unternehmen war _____ stark regional geprägt, hat sich aber in den letzten Jahren internationalisiert.",ehemals,"Das Unternehmen war ehemals stark regional geprägt, hat sich aber in den letzten Jahren internationalisiert.",The company was formerly strongly regional in character but has internationalized in recent years.,"L’entreprise, autrefois fortement régionale, s’est internationalisée ces dernières années.","ehemals = formerly, previously",ehemals = autrefois,,
1119,44,"Die Verhandlungen scheiterten _____, weil keine der Parteien bereit war, bei den zentralen Punkten nachzugeben.",abermals,"Die Verhandlungen scheiterten abermals, weil keine der Parteien bereit war, bei den zentralen Punkten nachzugeben.",The negotiations failed once again because neither party was willing to concede on the key points.,"Les négociations ont échoué une fois de plus, car aucune des parties n’était prête à céder sur les points essentiels.",abermals = once again,"abermals = à nouveau, une fois de plus",,
1120,44,"Die Expertin wies _____ darauf hin, dass ohne zusätzliche Daten keine fundierte Entscheidung möglich sei.",abermals,"Die Expertin wies abermals darauf hin, dass ohne zusätzliche Daten keine fundierte Entscheidung möglich sei.",The expert pointed out once again that no well-founded decision could be made without additional data.,L’experte a rappelé une fois de plus qu’aucune décision étayée n’était possible sans données supplémentaires.,abermals = once again,"abermals = à nouveau, une fois de plus",,
1121,44,"Der Ausschuss forderte _____ eine Überarbeitung des Berichts, da mehrere Fragen offen geblieben waren.",abermals,"Der Ausschuss forderte abermals eine Überarbeitung des Berichts, da mehrere Fragen offen geblieben waren.",The committee once again requested a revision of the report because several questions remained unanswered.,"Le comité a de nouveau demandé une révision du rapport, car plusieurs questions restaient sans réponse.",abermals = once again,"abermals = à nouveau, une fois de plus",,
1122,44,"Die Frist wurde _____ verlängert, um den Beteiligten mehr Zeit für die Analyse zu geben.",abermals,"Die Frist wurde abermals verlängert, um den Beteiligten mehr Zeit für die Analyse zu geben.",The deadline was extended once again to give those involved more time for analysis.,Le délai a été une fois de plus prolongé pour donner plus de temps d’analyse aux parties concernées.,abermals = once again,"abermals = à nouveau, une fois de plus",,
1123,44,"_____ zeigte sich, dass kurzfristige Lösungen selten nachhaltig wirken.",Abermals,"Abermals zeigte sich, dass kurzfristige Lösungen selten nachhaltig wirken.","Once again, it became clear that short-term solutions rarely have a lasting effect.","Une fois de plus, il est apparu que les solutions à court terme ont rarement un effet durable.",abermals = once again,"abermals = à nouveau, une fois de plus",,
1124,44,"Die vorgeschlagene Maßnahme bietet _____ eine kurzfristige Entlastung, löst das grundlegende Problem jedoch nicht.",allenfalls,"Die vorgeschlagene Maßnahme bietet allenfalls eine kurzfristige Entlastung, löst das grundlegende Problem jedoch nicht.","The proposed measure offers at best short-term relief, but does not solve the underlying problem.","La mesure proposée n’offre tout au plus qu’un soulagement temporaire, sans résoudre le problème de fond.","allenfalls = at most, at best",allenfalls = tout au plus,,
1125,44,"Die Daten geben _____ einen groben Hinweis, eine präzise Schlussfolgerung lässt sich daraus nicht ziehen.",allenfalls,"Die Daten geben allenfalls einen groben Hinweis, eine präzise Schlussfolgerung lässt sich daraus nicht ziehen.",The data provide at best a rough indication; no precise conclusion can be drawn from them.,Les données donnent tout au plus une indication approximative ; aucune conclusion précise n’en découle.,"allenfalls = at most, at best",allenfalls = tout au plus,,
1126,44,"Der Vorteil ist _____ marginal, weshalb ein umfassender Umbau kaum zu rechtfertigen wäre.",allenfalls,"Der Vorteil ist allenfalls marginal, weshalb ein umfassender Umbau kaum zu rechtfertigen wäre.","The advantage is at best marginal, which makes a comprehensive restructuring difficult to justify.","L’avantage est tout au plus marginal, ce qui rend une restructuration complète difficile à justifier.","allenfalls = at most, at best",allenfalls = tout au plus,,
1127,44,"_____ könnte man argumentieren, dass die Reform ein Symbol für Veränderung ist, auch wenn ihre Wirkung begrenzt bleibt.",Allenfalls,"Allenfalls könnte man argumentieren, dass die Reform ein Symbol für Veränderung ist, auch wenn ihre Wirkung begrenzt bleibt.","At most, one could argue that the reform is a symbol of change, even if its impact remains limited.","On pourrait tout au plus soutenir que la réforme symbolise un changement, même si son impact reste limité.","allenfalls = at most, at best",allenfalls = tout au plus,,
1128,44,"Die Analyse zeigt _____ eine leichte Tendenz, aber keineswegs einen belastbaren Trend.",allenfalls,"Die Analyse zeigt allenfalls eine leichte Tendenz, aber keineswegs einen belastbaren Trend.","The analysis shows at best a slight tendency, but by no means a reliable trend.","L’analyse montre tout au plus une légère tendance, mais en aucun cas une évolution solide.","allenfalls = at most, at best",allenfalls = tout au plus,,
1129,44,"Die Ergebnisse dürfen _____ als endgültig betrachtet werden, solange die Überprüfung noch läuft.",keinesfalls,"Die Ergebnisse dürfen keinesfalls als endgültig betrachtet werden, solange die Überprüfung noch läuft.",The results must by no means be considered final as long as the review is still ongoing.,Les résultats ne doivent en aucun cas être considérés comme définitifs tant que la vérification est en cours.,"keinesfalls = under no circumstances, by no means",keinesfalls = en aucun cas,,
1130,44,"_____ sollte man kurzfristige Erfolge überbewerten, da sie oft keine Aussage über die langfristige Stabilität zulassen.",Keinesfalls,"Keinesfalls sollte man kurzfristige Erfolge überbewerten, da sie oft keine Aussage über die langfristige Stabilität zulassen.","One should by no means overestimate short-term successes, as they often say little about long-term stability.","Il ne faut en aucun cas surestimer les succès à court terme, car ils ne permettent souvent pas d’évaluer la stabilité à long terme.","keinesfalls = under no circumstances, by no means",keinesfalls = en aucun cas,,
1131,44,Die Entscheidung darf _____ ohne gründliche Abwägung der Risiken getroffen werden.,keinesfalls,Die Entscheidung darf keinesfalls ohne gründliche Abwägung der Risiken getroffen werden.,The decision must under no circumstances be made without a thorough assessment of the risks.,La décision ne doit en aucun cas être prise sans une évaluation approfondie des risques.,"keinesfalls = under no circumstances, by no means",keinesfalls = en aucun cas,,
1132,44,"_____ wollte das Gremium den Eindruck erwecken, die Bedenken der Betroffenen würden ignoriert.",Keinesfalls,"Keinesfalls wollte das Gremium den Eindruck erwecken, die Bedenken der Betroffenen würden ignoriert.",The committee by no means wanted to give the impression that the concerns of those affected were being ignored.,Le comité ne voulait en aucun cas donner l’impression que les préoccupations des personnes concernées étaient ignorées.,"keinesfalls = under no circumstances, by no means",keinesfalls = en aucun cas,,
1133,44,"Die Verzögerung ist ärgerlich, rechtfertigt aber _____ eine vollständige Umstrukturierung des Projekts.",keinesfalls,"Die Verzögerung ist ärgerlich, rechtfertigt aber keinesfalls eine vollständige Umstrukturierung des Projekts.",The delay is annoying but by no means justifies a complete restructuring of the project.,"Le retard est embêtant, mais ne justifie en aucun cas une restructuration complète du projet.","keinesfalls = under no circumstances, by no means",keinesfalls = en aucun cas,,
1134,45,,rückwärts,,"backward, retrospectively","en arrière, retrospectivement","rückwärts = backward, retrospectively","rückwärts = en arrière, retrospectivement",,
1135,45,,vorwärts,,"forward, onward","en avant, vers l'avant","vorwärts = forward, onward","vorwärts = en avant, vers l'avant",,
1136,45,,aufwärts,,upwards,vers le haut,aufwärts = upwards,aufwärts = vers le haut,,
1137,45,,abwärts,,downwards,vers le bas,abwärts = downwards,abwärts = vers le bas,,
1138,45,,auswärts,,"outwards, away","vers l'extérieur, loin","auswärts = outwards, away","auswärts = vers l'extérieur, loin",,
1139,45,,einwärts,,inwards,vers l'intérieur,einwärts = inwards,einwärts = vers l'intérieur,,
1140,45,,seitwärts,,sideways,sur le côté,seitwärts = sideways,seitwärts = sur le côté,,
