Nr,level,question,answer,german,english
844,24,Die Ergebnisse werden nächste Woche _____ präsentiert.,mündlich,Die Ergebnisse werden nächste Woche mündlich präsentiert.,The results will be presented orally next week.
845,24,"Bitte geben Sie Ihre Meinung _____ ab, nicht schriftlich.",mündlich,"Bitte geben Sie Ihre Meinung mündlich ab, nicht schriftlich.","Please give your opinion orally, not in writing."
846,24,"Der Lehrer hat die Aufgabe _____ erklärt, ohne sie aufzuschreiben.",mündlich,"Der Lehrer hat die Aufgabe mündlich erklärt, ohne sie aufzuschreiben.",The teacher explained the task orally without writing it down.
847,24,"Wir haben uns _____ entschieden, ans Meer zu fahren.",spontan,"Wir haben uns spontan entschieden, ans Meer zu fahren.",We spontaneously decided to go to the sea.
848,24,Er reagierte _____ auf die Frage und überraschte alle mit seiner Antwort.,spontan,Er reagierte spontan auf die Frage und überraschte alle mit seiner Antwort.,He responded spontaneously to the question and surprised everyone with his answer.
849,24,_____ fällt mir dazu keine Lösung ein.,Spontan,Spontan fällt mir dazu keine Lösung ein.,I can't think of a solution off the top of my head.
850,24,"Sie hat _____ zugesagt, obwohl sie wenig Zeit hatte.",spontan,"Sie hat spontan zugesagt, obwohl sie wenig Zeit hatte.","She agreed spontaneously, even though she had little time."
851,24,Die Idee entstand ganz _____ während eines Gesprächs.,spontan,Die Idee entstand ganz spontan während eines Gesprächs.,The idea came up completely spontaneously during a conversation.
852,24,"Er hat sich _____ gemeldet, um bei dem Projekt mitzuhelfen.",freiwillig,"Er hat sich freiwillig gemeldet, um bei dem Projekt mitzuhelfen.",He volunteered to help with the project.
853,24,Niemand wurde gezwungen – alle haben _____ teilgenommen.,freiwillig,Niemand wurde gezwungen – alle haben freiwillig teilgenommen.,No one was forced – everyone participated voluntarily.
854,24,Sie arbeitet _____ in einem sozialen Projekt im Ausland.,freiwillig,Sie arbeitet freiwillig in einem sozialen Projekt im Ausland.,She works voluntarily on a social project abroad.
855,24,Die Schüler haben _____ eine zusätzliche Aufgabe erledigt.,freiwillig,Die Schüler haben freiwillig eine zusätzliche Aufgabe erledigt.,The students completed an additional task voluntarily.
856,24,"Ich habe _____ auf den Bonus verzichtet, um das Team zu unterstützen.",freiwillig,"Ich habe freiwillig auf den Bonus verzichtet, um das Team zu unterstützen.",I voluntarily gave up the bonus to support the team.
857,24,Die Aufgabe wurde _____ und fehlerfrei erledigt.,vollständig,Die Aufgabe wurde vollständig und fehlerfrei erledigt.,The task was completed fully and without errors.
858,24,Ich habe den Bericht _____ gelesen und verstehe nun alles besser.,vollständig,Ich habe den Bericht vollständig gelesen und verstehe nun alles besser.,I read the report completely and now understand everything better.
859,24,Die Daten wurden _____ gelöscht und können nicht wiederhergestellt werden.,vollständig,Die Daten wurden vollständig gelöscht und können nicht wiederhergestellt werden.,The data was completely deleted and cannot be recovered.
860,24,Er hat die Situation _____ falsch eingeschätzt.,vollständig,Er hat die Situation vollständig falsch eingeschätzt.,He completely misjudged the situation.
861,24,Das Projekt wurde trotz Schwierigkeiten _____ abgeschlossen.,vollständig,Das Projekt wurde trotz Schwierigkeiten vollständig abgeschlossen.,The project was completed fully despite difficulties.
862,24,Ich habe _____ die falsche Datei gelöscht.,versehentlich,Ich habe versehentlich die falsche Datei gelöscht.,I accidentally deleted the wrong file.
863,24,Sie hat _____ einen wichtigen Termin verpasst.,versehentlich,Sie hat versehentlich einen wichtigen Termin verpasst.,She accidentally missed an important appointment.
864,24,Der Mitarbeiter hat _____ vertrauliche Informationen weitergegeben.,versehentlich,Der Mitarbeiter hat versehentlich vertrauliche Informationen weitergegeben.,The employee accidentally passed on confidential information.
865,24,Das Paket wurde _____ an die falsche Adresse geschickt.,versehentlich,Das Paket wurde versehentlich an die falsche Adresse geschickt.,The package was mistakenly sent to the wrong address.
866,24,"Er hat _____ den Alarm ausgelöst, als er die Tür öffnete.",versehentlich,"Er hat versehentlich den Alarm ausgelöst, als er die Tür öffnete.",He accidentally triggered the alarm when he opened the door.
867,24,Ich bin _____ oft im Ausland unterwegs.,beruflich,Ich bin beruflich oft im Ausland unterwegs.,I often travel abroad for work.
868,24,_____ hat sie sich in den letzten Jahren stark weiterentwickelt.,Beruflich,Beruflich hat sie sich in den letzten Jahren stark weiterentwickelt.,She has developed a lot professionally in recent years.
869,24,Wir haben uns _____ kennengelernt und später angefreundet.,beruflich,Wir haben uns beruflich kennengelernt und später angefreundet.,We met through work and became friends later.
870,24,Er ist _____ stark eingespannt und hat wenig Freizeit.,beruflich,Er ist beruflich stark eingespannt und hat wenig Freizeit.,He is very busy with work and has little free time.
871,24,_____ möchte ich mich neu orientieren und etwas anderes machen.,Beruflich,Beruflich möchte ich mich neu orientieren und etwas anderes machen.,I want to reorient myself professionally and do something different.
872,24,Bitte reichen Sie Ihre Bewerbung _____ ein.,schriftlich,Bitte reichen Sie Ihre Bewerbung schriftlich ein.,Please submit your application in writing.
873,24,Die Vereinbarung wurde _____ festgehalten.,schriftlich,Die Vereinbarung wurde schriftlich festgehalten.,The agreement was recorded in writing.
874,24,Ich habe die Kündigung _____ bestätigt.,schriftlich,Ich habe die Kündigung schriftlich bestätigt.,I confirmed the termination in writing.
875,24,Beschwerden müssen _____ eingereicht werden.,schriftlich,Beschwerden müssen schriftlich eingereicht werden.,Complaints must be submitted in writing.
876,24,Der Lehrer hat die Aufgabe _____ erklärt und Beispiele gegeben.,schriftlich,Der Lehrer hat die Aufgabe schriftlich erklärt und Beispiele gegeben.,The teacher explained the task in writing and gave examples.
877,24,Das Seminar war nur _____ interessant.,teilweise,Das Seminar war nur teilweise interessant.,The seminar was only partially interesting.
878,24,Ich stimme deiner Meinung nur _____ zu.,teilweise,Ich stimme deiner Meinung nur teilweise zu.,I only partially agree with your opinion.
879,24,Die Straße ist wegen Bauarbeiten _____ gesperrt.,teilweise,Die Straße ist wegen Bauarbeiten teilweise gesperrt.,The road is partially closed due to construction work.
880,24,Der Film basiert _____ auf wahren Begebenheiten.,teilweise,Der Film basiert teilweise auf wahren Begebenheiten.,The film is partly based on true events.
881,24,Die Aufgaben wurden bisher nur _____ erledigt.,teilweise,Die Aufgaben wurden bisher nur teilweise erledigt.,The tasks have only been partially completed so far.
882,24,"Ich denke, dass er _____ absagen wird als zuzusagen.",eher,"Ich denke, dass er eher absagen wird als zuzusagen.",I think he’s more likely to cancel than to accept.
883,24,Dieses Modell ist _____ für erfahrene Nutzer geeignet.,eher,Dieses Modell ist eher für erfahrene Nutzer geeignet.,This model is more suitable for experienced users.
884,24,"Es war _____ Zufall als Planung, dass alles so gut lief.",eher,"Es war eher Zufall als Planung, dass alles so gut lief.",It was more coincidence than planning that everything went so well.
885,24,"Er ist _____ ruhig und zurückhaltend, spricht aber, wenn nötig.",eher,"Er ist eher ruhig und zurückhaltend, spricht aber, wenn nötig.",He is rather quiet and reserved but speaks when necessary.
886,24,"Das Wetter wird _____ schlechter als besser, laut Vorhersage.",eher,"Das Wetter wird eher schlechter als besser, laut Vorhersage.","According to the forecast, the weather is more likely to get worse than better."
887,24,Ich werde morgen _____ pünktlich sein.,auf jeden Fall,Ich werde morgen auf jeden Fall pünktlich sein.,I will definitely be on time tomorrow.
888,24,"Wir sollten _____ vorher reservieren, sonst wird es voll.",auf jeden Fall,"Wir sollten auf jeden Fall vorher reservieren, sonst wird es voll.","We should definitely make a reservation beforehand, otherwise it will be full."
889,24,_____ möchte ich dieses Jahr mehr reisen.,Auf jeden Fall,Auf jeden Fall möchte ich dieses Jahr mehr reisen.,I definitely want to travel more this year.
890,24,"Du solltest das Angebot _____ prüfen, bevor du entscheidest.",auf jeden Fall,"Du solltest das Angebot auf jeden Fall prüfen, bevor du entscheidest.",You should definitely check the offer before deciding.
891,24,_____ war es eine wertvolle Erfahrung für uns alle.,Auf jeden Fall,Auf jeden Fall war es eine wertvolle Erfahrung für uns alle.,It was definitely a valuable experience for all of us.
892,24,"Die Kinder spielten _____ im Park, ohne sich Sorgen zu machen.",fröhlich,"Die Kinder spielten fröhlich im Park, ohne sich Sorgen zu machen.",The children played happily in the park without a care.
893,24,Sie begrüßte uns _____ und lud uns zum Essen ein.,fröhlich,Sie begrüßte uns fröhlich und lud uns zum Essen ein.,She greeted us cheerfully and invited us to eat.
894,24,Trotz des Regens sang er _____ vor sich hin.,fröhlich,Trotz des Regens sang er fröhlich vor sich hin.,"Despite the rain, he sang happily to himself."
895,24,Die Gäste unterhielten sich _____ und genossen den Abend.,fröhlich,Die Gäste unterhielten sich fröhlich und genossen den Abend.,The guests chatted happily and enjoyed the evening.
896,24,Er erzählte _____ von seinem Urlaub und zeigte viele Fotos.,fröhlich,Er erzählte fröhlich von seinem Urlaub und zeigte viele Fotos.,He talked cheerfully about his vacation and showed many photos.
897,24,_____ dürfen wir diesen Termin verpassen.,Auf keinen Fall,Auf keinen Fall dürfen wir diesen Termin verpassen.,Under no circumstances can we miss this appointment.
898,24,Ich werde _____ wieder mit ihm zusammenarbeiten.,auf keinen Fall,Ich werde auf keinen Fall wieder mit ihm zusammenarbeiten.,I will definitely not work with him again.
899,24,_____ solltest du deine Träume aufgeben.,Auf keinen Fall,Auf keinen Fall solltest du deine Träume aufgeben.,You should never give up on your dreams.
900,24,"Sie wollte _____, dass jemand davon erfährt.",auf keinen Fall,"Sie wollte auf keinen Fall, dass jemand davon erfährt.",She absolutely didn't want anyone to find out about it.
901,24,_____ ist das die richtige Lösung für das Problem.,Auf keinen Fall,Auf keinen Fall ist das die richtige Lösung für das Problem.,That is definitely not the right solution to the problem.
897,25,"in the meantime, meanwhile, by now, since then",inzwischen,,
898,25,legally,rechtlich,,
899,25,"into, away from the speaker",hinein,,
900,25,"out, away from the speaker",hinaus,,
901,25,"up, away from the speaker",hinauf,,
902,25,"down, away from the speaker",hinunter,,
903,25,"inside, toward the speaker",herein,,
904,25,"out, toward the speaker",heraus,,
905,25,"up, toward the speaker",herauf,,
906,25,"down, toward the speaker",herunter,,
907,25,so to speak,sozusagen,,
908,26,Ich habe vor einem Jahr mit dem Klavierspielen angefangen und bin _____ ziemlich gut.,inzwischen,Ich habe vor einem Jahr mit dem Klavierspielen angefangen und bin inzwischen ziemlich gut.,"I started playing the piano a year ago, and by now, I’m quite good."
909,26,Sie ist vor fünf Jahren nach Deutschland gezogen und spricht _____ fließend Deutsch.,inzwischen,Sie ist vor fünf Jahren nach Deutschland gezogen und spricht inzwischen fließend Deutsch.,She moved to Germany five years ago and now speaks fluent German.
910,26,"Wir mussten lange auf den Zug warten, also haben wir uns _____ einen Kaffee geholt.",inzwischen,"Wir mussten lange auf den Zug warten, also haben wir uns inzwischen einen Kaffee geholt.","We had to wait a long time for the train, so in the meantime, we got a coffee."
911,26,Das kleine Unternehmen hat sich _____ zu einer großen Firma entwickelt.,inzwischen,Das kleine Unternehmen hat sich inzwischen zu einer großen Firma entwickelt.,The small company has since developed into a large business.
912,26,"Er hatte anfangs Schwierigkeiten, aber _____ versteht er die Grammatik viel besser.",inzwischen,"Er hatte anfangs Schwierigkeiten, aber inzwischen versteht er die Grammatik viel besser.","He had difficulties at first, but by now, he understands the grammar much better."
913,26,Die Vereinbarung ist _____ bindend und muss eingehalten werden.,rechtlich,Die Vereinbarung ist rechtlich bindend und muss eingehalten werden.,The agreement is legally binding and must be followed.
914,26,"Das Vorgehen ist _____ erlaubt, aber moralisch umstritten.",rechtlich,"Das Vorgehen ist rechtlich erlaubt, aber moralisch umstritten.",The procedure is legally allowed but morally controversial.
915,26,"Er handelt _____ korrekt, auch wenn es unpopulär ist.",rechtlich,"Er handelt rechtlich korrekt, auch wenn es unpopulär ist.","He acts legally correctly, even if it’s unpopular."
916,26,Die Firma hat sich _____ gegen die Vorwürfe verteidigt.,rechtlich,Die Firma hat sich rechtlich gegen die Vorwürfe verteidigt.,The company defended itself legally against the accusations.
917,26,"Dieses Problem muss _____ geprüft werden, bevor wir entscheiden.",rechtlich,"Dieses Problem muss rechtlich geprüft werden, bevor wir entscheiden.",This issue must be legally examined before we make a decision.
918,26,"Der Bergsteiger schaute vorsichtig in die tiefe Höhle _____, weil er nicht wusste, was ihn erwartete.",hinein,"Der Bergsteiger schaute vorsichtig in die tiefe Höhle hinein, weil er nicht wusste, was ihn erwartete.",The mountaineer carefully looked into the deep cave because he didn’t know what awaited him.
